Index: 1322 | Bright Bodies: 19

Size: 28 | Area: 2291365.5 | Centroid: (39.61943 , 31.793104)
Size: 28 | Area: 1597037.0 | Centroid: (13.920365 , 42.71994)
Size: 15 | Area: 444924.5 | Centroid: (0.27498028 , 8.215373)
Size: 10 | Area: 185818.55 | Centroid: (8.917652 , 37.17835)
Size: 7 | Area: 88545.0 | Centroid: (15.278052 , 48.888718)
Size: 6 | Area: 66920.42 | Centroid: (22.511387 , 13.635972)
Size: 6 | Area: 58269.08 | Centroid: (27.692377 , 25.7332)
Size: 6 | Area: 49326.656 | Centroid: (11.613436 , 16.742842)
Size: 7 | Area: 38578.258 | Centroid: (40.76397 , 38.751392)
Size: 4 | Area: 38222.95 | Centroid: (2.3688293 , 35.663887)
Size: 4 | Area: 24967.977 | Centroid: (26.27244 , 35.573082)
Size: 2 | Area: 9481.432 | Centroid: (20.42463 , 46.000004)
Size: 1 | Area: 9350.539 | Centroid: (44.0 , 22.0)
Size: 2 | Area: 8997.873 | Centroid: (30.497915 , 29.000002)
Size: 1 | Area: 4441.7764 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4395.351 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3659.1995 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2749.875 | Centroid: (18.0 , 19.0)
Size: 1 | Area: 2724.6624 | Centroid: (14.999999 , 25.000002)
