Index: 1391 | Bright Bodies: 19

Size: 34 | Area: 2311599.0 | Centroid: (40.004307 , 31.620525)
Size: 28 | Area: 1593395.5 | Centroid: (14.3124895 , 42.4706)
Size: 15 | Area: 686895.9 | Centroid: (0.31244043 , 8.052007)
Size: 14 | Area: 197175.0 | Centroid: (9.2767315 , 36.86486)
Size: 8 | Area: 180867.9 | Centroid: (15.34176 , 48.89505)
Size: 8 | Area: 71751.86 | Centroid: (22.953997 , 13.290609)
Size: 6 | Area: 58061.555 | Centroid: (28.085833 , 25.515083)
Size: 6 | Area: 49020.594 | Centroid: (12.015175 , 16.525194)
Size: 5 | Area: 39376.168 | Centroid: (2.7593772 , 35.439713)
Size: 4 | Area: 31613.266 | Centroid: (41.36833 , 38.653786)
Size: 4 | Area: 24512.334 | Centroid: (26.447922 , 35.39019)
Size: 2 | Area: 11482.518 | Centroid: (44.409576 , 22.0)
Size: 2 | Area: 9003.604 | Centroid: (21.0 , 45.57671)
Size: 1 | Area: 6722.1016 | Centroid: (31.000002 , 28.999998)
Size: 1 | Area: 5072.601 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4527.723 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 4107.786 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3058.161 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 2831.7368 | Centroid: (0.0 , 14.0)
