Index: 1834 | Bright Bodies: 20

Size: 29 | Area: 2286250.2 | Centroid: (39.46978 , 31.909899)
Size: 27 | Area: 1595303.5 | Centroid: (13.72403 , 42.892788)
Size: 15 | Area: 364401.28 | Centroid: (0.24958146 , 8.399706)
Size: 14 | Area: 197094.89 | Centroid: (8.75317 , 37.31306)
Size: 7 | Area: 69720.86 | Centroid: (15.059893 , 48.918034)
Size: 5 | Area: 64701.082 | Centroid: (22.357 , 13.780119)
Size: 7 | Area: 62066.207 | Centroid: (27.526052 , 25.888853)
Size: 6 | Area: 49840.965 | Centroid: (11.3968725 , 16.942553)
Size: 5 | Area: 40472.703 | Centroid: (2.340316 , 35.833565)
Size: 6 | Area: 36138.33 | Centroid: (40.704235 , 39.035675)
Size: 3 | Area: 20984.543 | Centroid: (26.131374 , 35.750748)
Size: 2 | Area: 11695.57 | Centroid: (44.0 , 22.28093)
Size: 2 | Area: 9865.6 | Centroid: (20.334541 , 45.999996)
Size: 2 | Area: 8223.14 | Centroid: (30.373693 , 29.000002)
Size: 2 | Area: 7545.939 | Centroid: (42.0 , 9.462969)
Size: 2 | Area: 6969.813 | Centroid: (47.463665 , 42.999996)
Size: 1 | Area: 4166.5513 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 3338.4902 | Centroid: (29.0 , 13.000001)
Size: 1 | Area: 2812.0603 | Centroid: (10.0 , 26.999998)
Size: 1 | Area: 2715.1528 | Centroid: (13.000001 , 1.0)
