Index: 24 | Bright Bodies: 21

Size: 31 | Area: 2293007.0 | Centroid: (40.234234 , 31.485123)
Size: 27 | Area: 1583055.5 | Centroid: (14.48786 , 42.378498)
Size: 17 | Area: 855125.9 | Centroid: (0.34871295 , 8.070312)
Size: 8 | Area: 196680.5 | Centroid: (15.400585 , 48.899002)
Size: 14 | Area: 192829.62 | Centroid: (9.505407 , 36.779697)
Size: 8 | Area: 69241.53 | Centroid: (23.142546 , 13.207859)
Size: 4 | Area: 52927.207 | Centroid: (28.295916 , 25.422157)
Size: 4 | Area: 44058.844 | Centroid: (12.262158 , 16.429567)
Size: 5 | Area: 37306.164 | Centroid: (3.1214619 , 35.345592)
Size: 5 | Area: 34034.77 | Centroid: (41.36746 , 38.50244)
Size: 4 | Area: 22415.738 | Centroid: (26.645844 , 35.297276)
Size: 3 | Area: 13166.951 | Centroid: (44.707104 , 21.731125)
Size: 2 | Area: 8932.41 | Centroid: (21.0 , 45.483364)
Size: 2 | Area: 8661.934 | Centroid: (31.0 , 28.67925)
Size: 2 | Area: 6151.3564 | Centroid: (0.0 , 14.465099)
Size: 1 | Area: 5610.3457 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 5238.2896 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3843.2373 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 2966.544 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 2901.42 | Centroid: (29.999998 , 12.0)
Size: 1 | Area: 2830.7815 | Centroid: (14.0 , 0.0)
