Index: 479 | Bright Bodies: 20

Size: 31 | Area: 2292094.5 | Centroid: (40.517796 , 31.131784)
Size: 27 | Area: 1587039.2 | Centroid: (14.787452 , 42.010323)
Size: 18 | Area: 996281.3 | Centroid: (0.4759109 , 7.525374)
Size: 10 | Area: 341628.16 | Centroid: (15.624527 , 48.841915)
Size: 15 | Area: 194142.25 | Centroid: (9.795339 , 36.387314)
Size: 5 | Area: 62531.953 | Centroid: (23.396511 , 12.785662)
Size: 6 | Area: 55585.203 | Centroid: (28.504438 , 24.938795)
Size: 5 | Area: 44777.69 | Centroid: (12.470338 , 15.88033)
Size: 5 | Area: 38645.812 | Centroid: (3.3652844 , 34.837193)
Size: 5 | Area: 31168.018 | Centroid: (41.710217 , 38.13428)
Size: 3 | Area: 19906.785 | Centroid: (27.145695 , 34.740086)
Size: 2 | Area: 14928.816 | Centroid: (6.416532 , 49.000004)
Size: 3 | Area: 13746.819 | Centroid: (42.834198 , 49.0)
Size: 2 | Area: 10960.473 | Centroid: (45.0 , 21.282969)
Size: 2 | Area: 9693.281 | Centroid: (0.0 , 14.376685)
Size: 2 | Area: 9060.475 | Centroid: (21.393515 , 45.000004)
Size: 2 | Area: 7729.4277 | Centroid: (31.47853 , 27.999998)
Size: 2 | Area: 6569.5166 | Centroid: (43.0 , 8.484784)
Size: 1 | Area: 3627.0034 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 3541.5925 | Centroid: (49.0 , 42.0)
