Index: 1353 | Bright Bodies: 22

Size: 31 | Area: 2301294.2 | Centroid: (39.736202 , 31.761227)
Size: 27 | Area: 1591561.8 | Centroid: (14.062937 , 42.620518)
Size: 15 | Area: 512201.1 | Centroid: (0.28627267 , 8.143098)
Size: 12 | Area: 191085.95 | Centroid: (9.043197 , 37.074284)
Size: 8 | Area: 119158.02 | Centroid: (15.285658 , 48.876667)
Size: 5 | Area: 63976.426 | Centroid: (22.58723 , 13.502622)
Size: 6 | Area: 58196.438 | Centroid: (27.862013 , 25.62157)
Size: 5 | Area: 46587.176 | Centroid: (11.706182 , 16.60788)
Size: 4 | Area: 38047.47 | Centroid: (2.4468513 , 35.597748)
Size: 4 | Area: 30658.225 | Centroid: (41.255753 , 38.73667)
Size: 4 | Area: 25203.04 | Centroid: (26.315258 , 35.500553)
Size: 2 | Area: 11968.873 | Centroid: (44.251923 , 22.000002)
Size: 3 | Area: 11596.721 | Centroid: (20.631985 , 45.765423)
Size: 2 | Area: 9025.625 | Centroid: (30.61271 , 29.0)
Size: 2 | Area: 7039.414 | Centroid: (42.406296 , 9.0)
Size: 2 | Area: 6026.45 | Centroid: (39.0 , 38.463757)
Size: 1 | Area: 5039.5967 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3092.0908 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2865.3535 | Centroid: (15.000001 , 25.0)
Size: 1 | Area: 2828.7966 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 2760.957 | Centroid: (18.0 , 19.0)
Size: 1 | Area: 2738.5261 | Centroid: (30.0 , 13.0)
