Index: 1219 | Bright Bodies: 22

Size: 31 | Area: 2298874.2 | Centroid: (40.232883 , 31.3664)
Size: 25 | Area: 1585926.1 | Centroid: (14.474231 , 42.258358)
Size: 16 | Area: 845153.3 | Centroid: (0.34832922 , 7.937416)
Size: 8 | Area: 228515.19 | Centroid: (15.449009 , 48.883873)
Size: 13 | Area: 193766.88 | Centroid: (9.472497 , 36.660522)
Size: 7 | Area: 68612.5 | Centroid: (23.184063 , 13.086086)
Size: 5 | Area: 55977.285 | Centroid: (28.326977 , 25.277308)
Size: 4 | Area: 44071.984 | Centroid: (12.255858 , 16.363777)
Size: 5 | Area: 37841.145 | Centroid: (3.103869 , 35.2877)
Size: 5 | Area: 34869.746 | Centroid: (41.346443 , 38.448177)
Size: 3 | Area: 20461.238 | Centroid: (26.684086 , 35.167576)
Size: 3 | Area: 13487.772 | Centroid: (44.70567 , 21.69239)
Size: 2 | Area: 9959.613 | Centroid: (6.2960563 , 48.999996)
Size: 2 | Area: 9321.393 | Centroid: (21.0 , 45.406124)
Size: 2 | Area: 9057.345 | Centroid: (31.0 , 28.620125)
Size: 2 | Area: 6808.597 | Centroid: (48.000004 , 42.537346)
Size: 2 | Area: 6418.6553 | Centroid: (0.0 , 14.449757)
Size: 2 | Area: 6385.513 | Centroid: (43.536087 , 48.999996)
Size: 1 | Area: 5343.4453 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3459.764 | Centroid: (29.999998 , 12.0)
Size: 1 | Area: 3139.1274 | Centroid: (14.0 , 0.0)
Size: 1 | Area: 3111.1936 | Centroid: (42.0 , 19.0)
