Index: 1048 | Bright Bodies: 20

Size: 32 | Area: 2305488.5 | Centroid: (39.953083 , 31.615992)
Size: 28 | Area: 1589534.6 | Centroid: (14.270417 , 42.45897)
Size: 14 | Area: 645715.2 | Centroid: (0.29606885 , 8.031638)
Size: 14 | Area: 196057.36 | Centroid: (9.225673 , 36.85049)
Size: 8 | Area: 182920.66 | Centroid: (15.303139 , 48.895336)
Size: 8 | Area: 71090.49 | Centroid: (22.90852 , 13.278164)
Size: 6 | Area: 57656.934 | Centroid: (28.053108 , 25.498167)
Size: 6 | Area: 48765.68 | Centroid: (11.9753895 , 16.50793)
Size: 5 | Area: 39162.832 | Centroid: (2.713843 , 35.427025)
Size: 4 | Area: 31482.285 | Centroid: (41.340214 , 38.636364)
Size: 4 | Area: 24461.703 | Centroid: (26.413094 , 35.37435)
Size: 2 | Area: 11174.401 | Centroid: (44.370472 , 22.0)
Size: 2 | Area: 8674.099 | Centroid: (21.0 , 45.546577)
Size: 2 | Area: 7185.052 | Centroid: (42.583492 , 9.0)
Size: 1 | Area: 6338.078 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 4924.202 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4326.358 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3232.494 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 2812.8816 | Centroid: (41.0 , 19.0)
Size: 1 | Area: 2791.7087 | Centroid: (30.000002 , 12.0)
