Index: 1016 | Bright Bodies: 20

Size: 34 | Area: 2309991.8 | Centroid: (39.950672 , 31.623604)
Size: 28 | Area: 1589540.6 | Centroid: (14.267872 , 42.462765)
Size: 15 | Area: 648872.9 | Centroid: (0.29849198 , 8.051293)
Size: 14 | Area: 195983.55 | Centroid: (9.225896 , 36.854324)
Size: 8 | Area: 181092.88 | Centroid: (15.298881 , 48.89571)
Size: 8 | Area: 71043.9 | Centroid: (22.906778 , 13.281089)
Size: 6 | Area: 57679.71 | Centroid: (28.050587 , 25.499628)
Size: 6 | Area: 48757.914 | Centroid: (11.973502 , 16.50933)
Size: 5 | Area: 39225.48 | Centroid: (2.715421 , 35.42753)
Size: 4 | Area: 31415.93 | Centroid: (41.340927 , 38.637375)
Size: 4 | Area: 24265.812 | Centroid: (26.414837 , 35.376076)
Size: 2 | Area: 11201.842 | Centroid: (44.372135 , 21.999998)
Size: 2 | Area: 8638.676 | Centroid: (21.000002 , 45.5494)
Size: 2 | Area: 7173.8604 | Centroid: (42.584198 , 9.0)
Size: 1 | Area: 6344.369 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 4906.7056 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4270.598 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3208.7078 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 2780.1504 | Centroid: (41.0 , 19.0)
Size: 1 | Area: 2763.1245 | Centroid: (30.0 , 11.999999)
