Index: 716 | Bright Bodies: 20

Size: 32 | Area: 2304608.5 | Centroid: (39.90224 , 31.637491)
Size: 27 | Area: 1584306.8 | Centroid: (14.223694 , 42.45958)
Size: 15 | Area: 617383.4 | Centroid: (0.29013312 , 8.049951)
Size: 14 | Area: 195590.72 | Centroid: (9.189009 , 36.841164)
Size: 8 | Area: 180722.02 | Centroid: (15.244409 , 48.895386)
Size: 8 | Area: 70445.72 | Centroid: (22.865366 , 13.27114)
Size: 6 | Area: 57600.79 | Centroid: (28.016516 , 25.48212)
Size: 6 | Area: 48563.54 | Centroid: (11.933714 , 16.491714)
Size: 4 | Area: 36628.47 | Centroid: (2.5837321 , 35.44007)
Size: 4 | Area: 31338.848 | Centroid: (41.322784 , 38.61834)
Size: 4 | Area: 24227.096 | Centroid: (26.391352 , 35.360126)
Size: 3 | Area: 13866.03 | Centroid: (44.27543 , 21.788511)
Size: 2 | Area: 8302.157 | Centroid: (21.000002 , 45.51929)
Size: 2 | Area: 7139.7817 | Centroid: (42.54908 , 9.0)
Size: 1 | Area: 6064.595 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 4708.7334 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4456.058 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3356.452 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 2926.0884 | Centroid: (41.0 , 19.0)
Size: 1 | Area: 2786.2627 | Centroid: (30.0 , 12.0)
