Index: 1605 | Bright Bodies: 19

Size: 33 | Area: 2304684.2 | Centroid: (39.69365 , 31.791582)
Size: 28 | Area: 1597507.6 | Centroid: (14.009261 , 42.687237)
Size: 15 | Area: 487546.16 | Centroid: (0.28350517 , 8.198864)
Size: 11 | Area: 188778.31 | Centroid: (8.989313 , 37.168747)
Size: 8 | Area: 99812.47 | Centroid: (15.295427 , 48.866314)
Size: 5 | Area: 64316.492 | Centroid: (22.551708 , 13.557674)
Size: 7 | Area: 60730.64 | Centroid: (27.820827 , 25.72607)
Size: 5 | Area: 46364.742 | Centroid: (11.660122 , 16.649986)
Size: 7 | Area: 38794.547 | Centroid: (40.794567 , 38.74086)
Size: 4 | Area: 38064.875 | Centroid: (2.4160805 , 35.64792)
Size: 4 | Area: 25182.883 | Centroid: (26.30082 , 35.557278)
Size: 2 | Area: 11902.525 | Centroid: (44.236877 , 22.000002)
Size: 2 | Area: 9307.824 | Centroid: (20.48583 , 46.000004)
Size: 2 | Area: 8865.751 | Centroid: (30.565802 , 29.0)
Size: 1 | Area: 4840.2036 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4187.4033 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3487.87 | Centroid: (41.0 , 20.000002)
Size: 1 | Area: 2895.66 | Centroid: (15.0 , 25.0)
Size: 1 | Area: 2838.8594 | Centroid: (30.0 , 13.0)
