Index: 1758 | Bright Bodies: 20

Size: 28 | Area: 2294206.2 | Centroid: (39.630424 , 31.808924)
Size: 28 | Area: 1598121.0 | Centroid: (13.943331 , 42.74064)
Size: 15 | Area: 452340.0 | Centroid: (0.27847484 , 8.224979)
Size: 10 | Area: 186994.08 | Centroid: (8.925015 , 37.19932)
Size: 7 | Area: 86293.195 | Centroid: (15.316157 , 48.88566)
Size: 6 | Area: 67586.37 | Centroid: (22.523289 , 13.656546)
Size: 6 | Area: 58605.5 | Centroid: (27.705309 , 25.750074)
Size: 6 | Area: 49698.04 | Centroid: (11.62551 , 16.758846)
Size: 7 | Area: 38874.637 | Centroid: (40.761112 , 38.76102)
Size: 4 | Area: 38458.645 | Centroid: (2.3743067 , 35.683403)
Size: 4 | Area: 25335.814 | Centroid: (26.27844 , 35.59485)
Size: 2 | Area: 9742.25 | Centroid: (20.431309 , 46.000004)
Size: 1 | Area: 9383.002 | Centroid: (44.0 , 22.0)
Size: 2 | Area: 9031.934 | Centroid: (30.507334 , 28.999998)
Size: 1 | Area: 4602.9224 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4344.793 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3846.896 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2870.7637 | Centroid: (14.999999 , 25.0)
Size: 1 | Area: 2776.0144 | Centroid: (18.0 , 19.0)
Size: 1 | Area: 2746.371 | Centroid: (30.0 , 13.0)
