Index: 2053 | Bright Bodies: 20

Size: 35 | Area: 2319256.5 | Centroid: (39.922825 , 31.729765)
Size: 26 | Area: 1592114.4 | Centroid: (14.23639 , 42.60442)
Size: 15 | Area: 629141.94 | Centroid: (0.30658308 , 8.131448)
Size: 12 | Area: 193269.55 | Centroid: (9.210697 , 37.01905)
Size: 7 | Area: 144180.9 | Centroid: (15.380838 , 48.90809)
Size: 6 | Area: 67235.26 | Centroid: (22.819773 , 13.503529)
Size: 6 | Area: 59073.54 | Centroid: (28.022661 , 25.608862)
Size: 6 | Area: 49847.31 | Centroid: (11.942904 , 16.615534)
Size: 5 | Area: 40669.094 | Centroid: (2.6862452 , 35.541164)
Size: 4 | Area: 31786.629 | Centroid: (41.327644 , 38.726128)
Size: 4 | Area: 25676.012 | Centroid: (26.402018 , 35.48689)
Size: 2 | Area: 12343.86 | Centroid: (44.3473 , 22.0)
Size: 3 | Area: 11902.313 | Centroid: (20.74274 , 45.743786)
Size: 2 | Area: 7345.8984 | Centroid: (42.54353 , 9.0)
Size: 1 | Area: 6677.012 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 5633.791 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3209.8994 | Centroid: (30.0 , 13.0)
Size: 1 | Area: 3189.6814 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3114.8208 | Centroid: (15.0 , 25.000002)
Size: 1 | Area: 3102.755 | Centroid: (39.0 , 38.0)
