Index: 1212 | Bright Bodies: 22

Size: 31 | Area: 2298828.0 | Centroid: (39.70457 , 31.76815)
Size: 28 | Area: 1592818.4 | Centroid: (14.024706 , 42.644535)
Size: 15 | Area: 492563.84 | Centroid: (0.28237727 , 8.157169)
Size: 12 | Area: 191144.66 | Centroid: (9.02224 , 37.094967)
Size: 8 | Area: 109680.766 | Centroid: (15.2807455 , 48.873035)
Size: 5 | Area: 64011.93 | Centroid: (22.558424 , 13.520329)
Size: 6 | Area: 58000.465 | Centroid: (27.827589 , 25.635328)
Size: 5 | Area: 46509.875 | Centroid: (11.674398 , 16.623182)
Size: 4 | Area: 38033.73 | Centroid: (2.4241223 , 35.613297)
Size: 4 | Area: 30294.322 | Centroid: (41.24487 , 38.74715)
Size: 4 | Area: 24991.766 | Centroid: (26.302116 , 35.516647)
Size: 2 | Area: 11929.859 | Centroid: (44.237312 , 22.0)
Size: 2 | Area: 8990.201 | Centroid: (20.491491 , 46.0)
Size: 2 | Area: 8893.866 | Centroid: (30.582966 , 29.0)
Size: 2 | Area: 6088.379 | Centroid: (39.000004 , 38.48125)
Size: 1 | Area: 4885.7163 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4261.6895 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3205.9023 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2822.5479 | Centroid: (15.0 , 25.0)
Size: 1 | Area: 2758.2922 | Centroid: (18.0 , 19.0)
Size: 1 | Area: 2677.4988 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 2671.191 | Centroid: (30.0 , 12.999999)
