Index: 201 | Bright Bodies: 21

Size: 32 | Area: 2297426.8 | Centroid: (40.345417 , 31.286106)
Size: 28 | Area: 1586757.0 | Centroid: (14.607765 , 42.180305)
Size: 18 | Area: 924836.8 | Centroid: (0.40274736 , 7.777486)
Size: 9 | Area: 265279.2 | Centroid: (15.4398985 , 48.856556)
Size: 14 | Area: 191477.73 | Centroid: (9.6285715 , 36.51965)
Size: 6 | Area: 64234.6 | Centroid: (23.298971 , 12.9734125)
Size: 6 | Area: 56390.066 | Centroid: (28.385483 , 25.088057)
Size: 5 | Area: 45102.215 | Centroid: (12.299807 , 16.163237)
Size: 5 | Area: 36979.156 | Centroid: (3.2302966 , 35.112766)
Size: 5 | Area: 32715.95 | Centroid: (41.439186 , 38.31017)
Size: 3 | Area: 19187.584 | Centroid: (26.782331 , 34.83107)
Size: 2 | Area: 12767.023 | Centroid: (6.3183885 , 49.000004)
Size: 2 | Area: 10266.499 | Centroid: (45.0 , 21.385475)
Size: 2 | Area: 8538.304 | Centroid: (21.329582 , 45.000004)
Size: 2 | Area: 7785.243 | Centroid: (31.0 , 28.474579)
Size: 2 | Area: 7563.132 | Centroid: (0.0 , 14.466743)
Size: 1 | Area: 4598.131 | Centroid: (42.0 , 49.0)
Size: 1 | Area: 4095.905 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3462.0679 | Centroid: (41.999996 , 19.0)
Size: 1 | Area: 3090.0896 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 3069.1096 | Centroid: (48.0 , 42.0)
