Index: 737 | Bright Bodies: 22

Size: 30 | Area: 2294614.0 | Centroid: (40.24203 , 31.317535)
Size: 25 | Area: 1587061.9 | Centroid: (14.489386 , 42.223293)
Size: 16 | Area: 855887.25 | Centroid: (0.34734842 , 7.8871584)
Size: 8 | Area: 244804.81 | Centroid: (15.419712 , 48.883488)
Size: 14 | Area: 195075.5 | Centroid: (9.510727 , 36.631645)
Size: 7 | Area: 67974.06 | Centroid: (23.190449 , 13.045513)
Size: 6 | Area: 58376.96 | Centroid: (28.316793 , 25.168943)
Size: 5 | Area: 46459.062 | Centroid: (12.304218 , 16.238886)
Size: 5 | Area: 37460.414 | Centroid: (3.1074362 , 35.255375)
Size: 5 | Area: 34498.246 | Centroid: (41.360447 , 38.393505)
Size: 3 | Area: 20083.055 | Centroid: (26.69098 , 35.143967)
Size: 3 | Area: 13078.0 | Centroid: (44.735863 , 21.627335)
Size: 2 | Area: 11251.23 | Centroid: (6.270661 , 49.0)
Size: 3 | Area: 9204.708 | Centroid: (43.027817 , 49.0)
Size: 2 | Area: 9112.465 | Centroid: (20.999998 , 45.349552)
Size: 2 | Area: 9023.461 | Centroid: (31.0 , 28.553822)
Size: 2 | Area: 6585.1064 | Centroid: (47.999996 , 42.47531)
Size: 2 | Area: 6408.674 | Centroid: (0.0 , 14.467387)
Size: 1 | Area: 4985.115 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3532.5674 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 3232.2617 | Centroid: (42.000004 , 19.0)
Size: 1 | Area: 3018.2402 | Centroid: (14.0 , 0.0)
