Index: 1929 | Bright Bodies: 19

Size: 29 | Area: 2288077.5 | Centroid: (39.51325 , 31.883696)
Size: 28 | Area: 1599460.6 | Centroid: (13.779028 , 42.881382)
Size: 16 | Area: 389344.34 | Centroid: (0.26565698 , 8.364592)
Size: 12 | Area: 192543.42 | Centroid: (8.818029 , 37.32713)
Size: 7 | Area: 68837.05 | Centroid: (15.291092 , 48.877644)
Size: 6 | Area: 68228.484 | Centroid: (22.447966 , 13.744552)
Size: 7 | Area: 62016.188 | Centroid: (27.564001 , 25.876797)
Size: 5 | Area: 47229.17 | Centroid: (11.446296 , 16.876251)
Size: 5 | Area: 41104.414 | Centroid: (2.3567195 , 35.835106)
Size: 6 | Area: 36558.867 | Centroid: (40.729633 , 39.026054)
Size: 4 | Area: 24577.959 | Centroid: (26.240744 , 35.66809)
Size: 2 | Area: 11954.457 | Centroid: (44.0 , 22.25614)
Size: 2 | Area: 10119.875 | Centroid: (20.352028 , 46.0)
Size: 2 | Area: 8634.414 | Centroid: (30.402603 , 29.0)
Size: 2 | Area: 7486.4434 | Centroid: (42.0 , 9.444121)
Size: 2 | Area: 7193.4175 | Centroid: (47.504356 , 42.999996)
Size: 1 | Area: 4370.4883 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 3256.171 | Centroid: (29.0 , 13.0)
Size: 1 | Area: 2858.8809 | Centroid: (10.0 , 27.0)
