Index: 2046 | Bright Bodies: 20

Size: 29 | Area: 2290382.8 | Centroid: (39.454857 , 31.96505)
Size: 28 | Area: 1601064.0 | Centroid: (13.709399 , 42.974117)
Size: 15 | Area: 357977.3 | Centroid: (0.2514481 , 8.445995)
Size: 13 | Area: 196107.52 | Centroid: (8.754569 , 37.375614)
Size: 7 | Area: 70751.52 | Centroid: (22.403913 , 13.837765)
Size: 7 | Area: 62698.047 | Centroid: (27.51503 , 25.928944)
Size: 5 | Area: 55473.375 | Centroid: (15.124537 , 49.000004)
Size: 6 | Area: 50418.445 | Centroid: (11.389117 , 16.983717)
Size: 5 | Area: 40694.727 | Centroid: (2.3390949 , 35.86803)
Size: 6 | Area: 36827.26 | Centroid: (40.610966 , 39.20964)
Size: 2 | Area: 18324.79 | Centroid: (26.000002 , 35.754704)
Size: 2 | Area: 11958.864 | Centroid: (43.999996 , 22.30967)
Size: 3 | Area: 11041.203 | Centroid: (30.273413 , 29.262846)
Size: 2 | Area: 10143.019 | Centroid: (20.330547 , 46.0)
Size: 2 | Area: 7772.1885 | Centroid: (42.0 , 9.505957)
Size: 2 | Area: 7019.6875 | Centroid: (47.451336 , 42.999996)
Size: 1 | Area: 4352.5894 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 3584.0198 | Centroid: (29.0 , 13.0)
Size: 1 | Area: 2974.402 | Centroid: (13.0 , 1.0)
Size: 1 | Area: 2866.612 | Centroid: (10.0 , 27.0)
