Index: 446 | Bright Bodies: 22

Size: 30 | Area: 2290674.8 | Centroid: (40.36435 , 31.25228)
Size: 28 | Area: 1587060.8 | Centroid: (14.621442 , 42.150887)
Size: 17 | Area: 931844.8 | Centroid: (0.40137213 , 7.7202487)
Size: 9 | Area: 278713.9 | Centroid: (15.455885 , 48.856354)
Size: 14 | Area: 192069.53 | Centroid: (9.6414385 , 36.493153)
Size: 6 | Area: 64378.434 | Centroid: (23.305166 , 12.94776)
Size: 6 | Area: 56729.645 | Centroid: (28.394732 , 25.059387)
Size: 6 | Area: 48038.55 | Centroid: (12.347622 , 16.068262)
Size: 5 | Area: 37226.055 | Centroid: (3.2319703 , 35.08978)
Size: 5 | Area: 32569.387 | Centroid: (41.449486 , 38.290737)
Size: 3 | Area: 19270.924 | Centroid: (26.796555 , 34.81749)
Size: 2 | Area: 13283.357 | Centroid: (6.3201065 , 49.000004)
Size: 2 | Area: 10375.333 | Centroid: (45.0 , 21.364672)
Size: 2 | Area: 8728.521 | Centroid: (21.328083 , 45.0)
Size: 2 | Area: 7778.6514 | Centroid: (31.0 , 28.451715)
Size: 2 | Area: 7721.0127 | Centroid: (0.0 , 14.4591055)
Size: 2 | Area: 6899.5986 | Centroid: (43.0 , 8.577361)
Size: 1 | Area: 4765.8096 | Centroid: (42.0 , 49.0)
Size: 1 | Area: 3550.139 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 3145.8262 | Centroid: (48.0 , 42.0)
Size: 1 | Area: 3113.1306 | Centroid: (30.000002 , 12.0)
Size: 1 | Area: 2878.9226 | Centroid: (44.0 , 49.0)
