Index: 940 | Bright Bodies: 19

Size: 32 | Area: 2304820.0 | Centroid: (39.84669 , 31.68708)
Size: 26 | Area: 1584123.9 | Centroid: (14.168731 , 42.51421)
Size: 15 | Area: 579627.06 | Centroid: (0.28953385 , 8.079758)
Size: 14 | Area: 195389.75 | Centroid: (9.141818 , 36.8966)
Size: 8 | Area: 161282.92 | Centroid: (15.255318 , 48.89331)
Size: 7 | Area: 68240.664 | Centroid: (22.760601 , 13.373567)
Size: 6 | Area: 57818.86 | Centroid: (27.966042 , 25.53239)
Size: 6 | Area: 48766.453 | Centroid: (11.878802 , 16.541239)
Size: 4 | Area: 37151.79 | Centroid: (2.533877 , 35.49665)
Size: 4 | Area: 31208.535 | Centroid: (41.29724 , 38.664898)
Size: 4 | Area: 24729.785 | Centroid: (26.361395 , 35.40715)
Size: 2 | Area: 11447.51 | Centroid: (44.30986 , 22.0)
Size: 3 | Area: 11118.401 | Centroid: (20.720695 , 45.687244)
Size: 2 | Area: 7176.888 | Centroid: (42.496887 , 9.0)
Size: 1 | Area: 6044.6245 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 4938.006 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3732.5972 | Centroid: (5.9999995 , 49.0)
Size: 1 | Area: 3374.1565 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 2852.8567 | Centroid: (41.0 , 19.0)
