Index: 522 | Bright Bodies: 20

Size: 33 | Area: 2302940.5 | Centroid: (40.136177 , 31.40237)
Size: 27 | Area: 1583878.2 | Centroid: (14.411782 , 42.297768)
Size: 16 | Area: 785379.44 | Centroid: (0.32734674 , 7.950273)
Size: 8 | Area: 228292.75 | Centroid: (15.345873 , 48.891144)
Size: 14 | Area: 194763.47 | Centroid: (9.407402 , 36.696095)
Size: 8 | Area: 70486.46 | Centroid: (23.076923 , 13.134114)
Size: 5 | Area: 55030.348 | Centroid: (28.29495 , 25.286789)
Size: 4 | Area: 42946.402 | Centroid: (12.231182 , 16.363342)
Size: 6 | Area: 40062.984 | Centroid: (2.9615998 , 35.33616)
Size: 5 | Area: 34376.617 | Centroid: (41.311367 , 38.447323)
Size: 3 | Area: 20218.793 | Centroid: (26.619083 , 35.160847)
Size: 4 | Area: 15943.135 | Centroid: (44.529884 , 21.569386)
Size: 2 | Area: 9130.436 | Centroid: (31.0 , 28.609241)
Size: 2 | Area: 9080.708 | Centroid: (21.0 , 45.399574)
Size: 1 | Area: 7118.0356 | Centroid: (6.0 , 49.0)
Size: 2 | Area: 6880.7705 | Centroid: (48.000004 , 42.532166)
Size: 1 | Area: 4843.761 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3403.5598 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 2940.0857 | Centroid: (0.0 , 14.0)
Size: 1 | Area: 2829.0593 | Centroid: (14.000001 , 0.0)
