Index: 430 | Bright Bodies: 20

Size: 30 | Area: 2290471.8 | Centroid: (40.47159 , 31.181482)
Size: 28 | Area: 1585478.2 | Centroid: (14.730641 , 42.079052)
Size: 18 | Area: 981527.9 | Centroid: (0.45338282 , 7.5948315)
Size: 9 | Area: 317240.44 | Centroid: (15.557819 , 48.85243)
Size: 14 | Area: 191824.75 | Centroid: (9.72801 , 36.419163)
Size: 6 | Area: 64889.508 | Centroid: (23.35635 , 12.871639)
Size: 6 | Area: 56064.895 | Centroid: (28.46995 , 24.97968)
Size: 6 | Area: 47808.07 | Centroid: (12.411571 , 15.988158)
Size: 5 | Area: 37994.25 | Centroid: (3.348355 , 34.86403)
Size: 4 | Area: 28563.809 | Centroid: (41.560555 , 38.163082)
Size: 2 | Area: 16639.654 | Centroid: (27.0 , 34.72491)
Size: 2 | Area: 14492.104 | Centroid: (6.386322 , 49.000004)
Size: 3 | Area: 12468.436 | Centroid: (42.825287 , 48.999996)
Size: 2 | Area: 10862.002 | Centroid: (44.999996 , 21.312908)
Size: 2 | Area: 9097.202 | Centroid: (0.0 , 14.40338)
Size: 2 | Area: 8997.877 | Centroid: (21.372381 , 45.0)
Size: 2 | Area: 7415.4043 | Centroid: (31.446507 , 27.999998)
Size: 2 | Area: 6723.4824 | Centroid: (43.0 , 8.516259)
Size: 2 | Area: 6099.6855 | Centroid: (48.5351 , 42.0)
Size: 1 | Area: 3709.3306 | Centroid: (42.0 , 19.0)
