Index: 407 | Bright Bodies: 19

Size: 31 | Area: 2300276.5 | Centroid: (40.877575 , 30.82587)
Size: 28 | Area: 1582270.4 | Centroid: (15.182718 , 41.55655)
Size: 19 | Area: 1051820.4 | Centroid: (0.7453261 , 7.199995)
Size: 10 | Area: 425358.8 | Centroid: (16.00013 , 48.704876)
Size: 14 | Area: 192832.25 | Centroid: (10.1625185 , 36.124306)
Size: 6 | Area: 64091.85 | Centroid: (23.785692 , 12.508159)
Size: 7 | Area: 58421.473 | Centroid: (29.030087 , 24.673218)
Size: 6 | Area: 46857.844 | Centroid: (12.896191 , 15.602276)
Size: 4 | Area: 35815.91 | Centroid: (3.5588052 , 34.565342)
Size: 4 | Area: 29431.305 | Centroid: (42.319427 , 37.717716)
Size: 3 | Area: 24306.143 | Centroid: (42.92493 , 49.0)
Size: 4 | Area: 23930.46 | Centroid: (27.396034 , 34.48757)
Size: 3 | Area: 19910.89 | Centroid: (0.0 , 13.88606)
Size: 2 | Area: 15670.983 | Centroid: (6.684751 , 49.0)
Size: 2 | Area: 11182.813 | Centroid: (45.35573 , 21.0)
Size: 2 | Area: 7777.1436 | Centroid: (21.618929 , 45.0)
Size: 1 | Area: 5827.533 | Centroid: (32.0 , 28.000002)
Size: 1 | Area: 4776.22 | Centroid: (49.0 , 42.0)
Size: 1 | Area: 3736.0037 | Centroid: (44.0 , 8.0)
