Index: 2042 | Bright Bodies: 19

Size: 28 | Area: 2294887.2 | Centroid: (39.62285 , 31.826422)
Size: 28 | Area: 1602683.4 | Centroid: (13.924511 , 42.769268)
Size: 15 | Area: 448550.3 | Centroid: (0.27932277 , 8.248089)
Size: 10 | Area: 187852.77 | Centroid: (8.923084 , 37.219532)
Size: 7 | Area: 83063.99 | Centroid: (15.325642 , 48.882175)
Size: 6 | Area: 68462.69 | Centroid: (22.520403 , 13.677119)
Size: 6 | Area: 59059.96 | Centroid: (27.69826 , 25.766636)
Size: 6 | Area: 50098.383 | Centroid: (11.620637 , 16.774378)
Size: 8 | Area: 42088.832 | Centroid: (40.96791 , 38.98523)
Size: 4 | Area: 38610.234 | Centroid: (2.368746 , 35.69654)
Size: 4 | Area: 25630.94 | Centroid: (26.277693 , 35.612278)
Size: 2 | Area: 9974.362 | Centroid: (20.42592 , 46.0)
Size: 1 | Area: 9334.782 | Centroid: (44.0 , 22.0)
Size: 2 | Area: 8914.587 | Centroid: (30.499397 , 29.000002)
Size: 1 | Area: 4589.8584 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4322.5386 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 4021.866 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2932.3926 | Centroid: (15.000001 , 25.0)
Size: 1 | Area: 2826.444 | Centroid: (30.0 , 13.0)
