Index: 962 | Bright Bodies: 21

Size: 32 | Area: 2300959.5 | Centroid: (39.76272 , 31.74166)
Size: 27 | Area: 1587443.4 | Centroid: (14.0844755 , 42.574947)
Size: 15 | Area: 525931.0 | Centroid: (0.28355733 , 8.131172)
Size: 14 | Area: 195425.69 | Centroid: (9.054123 , 36.984627)
Size: 8 | Area: 134475.12 | Centroid: (15.240011 , 48.886078)
Size: 6 | Area: 66218.15 | Centroid: (22.664001 , 13.478213)
Size: 6 | Area: 57789.746 | Centroid: (27.885311 , 25.580528)
Size: 5 | Area: 46244.992 | Centroid: (11.728226 , 16.565704)
Size: 4 | Area: 37715.996 | Centroid: (2.4673243 , 35.549744)
Size: 4 | Area: 30771.842 | Centroid: (41.264385 , 38.705116)
Size: 4 | Area: 24797.43 | Centroid: (26.32385 , 35.4552)
Size: 2 | Area: 11735.619 | Centroid: (44.26392 , 21.999998)
Size: 3 | Area: 11252.784 | Centroid: (20.658812 , 45.736076)
Size: 2 | Area: 8839.843 | Centroid: (30.636135 , 29.000002)
Size: 2 | Area: 7093.6826 | Centroid: (42.427227 , 9.0)
Size: 2 | Area: 5408.5596 | Centroid: (41.0 , 19.499338)
Size: 1 | Area: 4914.8486 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3347.9763 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 3102.624 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 2692.6404 | Centroid: (18.0 , 19.0)
Size: 1 | Area: 2681.5361 | Centroid: (15.0 , 25.000002)
