Index: 343 | Bright Bodies: 20

Size: 31 | Area: 2292697.5 | Centroid: (40.494675 , 31.165611)
Size: 29 | Area: 1589664.5 | Centroid: (14.758615 , 42.05455)
Size: 18 | Area: 987953.06 | Centroid: (0.46450126 , 7.568433)
Size: 9 | Area: 325499.78 | Centroid: (15.577933 , 48.85127)
Size: 14 | Area: 191342.69 | Centroid: (9.742807 , 36.403255)
Size: 5 | Area: 62171.375 | Centroid: (23.384909 , 12.803754)
Size: 6 | Area: 55596.223 | Centroid: (28.486176 , 24.962433)
Size: 6 | Area: 47690.652 | Centroid: (12.426226 , 15.970805)
Size: 5 | Area: 38193.0 | Centroid: (3.3566763 , 34.85301)
Size: 4 | Area: 28423.773 | Centroid: (41.568943 , 38.15734)
Size: 2 | Area: 16772.945 | Centroid: (26.999998 , 34.71275)
Size: 2 | Area: 14688.756 | Centroid: (6.402988 , 48.999996)
Size: 3 | Area: 12941.436 | Centroid: (42.820694 , 48.999996)
Size: 2 | Area: 10916.963 | Centroid: (45.0 , 21.301043)
Size: 2 | Area: 9390.007 | Centroid: (0.0 , 14.389187)
Size: 2 | Area: 9012.861 | Centroid: (21.384445 , 45.0)
Size: 2 | Area: 7484.6826 | Centroid: (31.464373 , 28.000002)
Size: 2 | Area: 6636.591 | Centroid: (43.0 , 8.504327)
Size: 1 | Area: 3728.1533 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 3394.9414 | Centroid: (49.0 , 41.999996)
