Index: 1439 | Bright Bodies: 21

Size: 31 | Area: 2300954.8 | Centroid: (39.711773 , 31.778078)
Size: 28 | Area: 1595883.4 | Centroid: (14.0335245 , 42.655914)
Size: 15 | Area: 497219.1 | Centroid: (0.28448185 , 8.163568)
Size: 12 | Area: 191715.1 | Centroid: (9.028095 , 37.105724)
Size: 8 | Area: 107719.9 | Centroid: (15.298582 , 48.87096)
Size: 5 | Area: 64247.42 | Centroid: (22.566 , 13.530627)
Size: 6 | Area: 58293.176 | Centroid: (27.836258 , 25.64431)
Size: 5 | Area: 46658.0 | Centroid: (11.6818495 , 16.63154)
Size: 4 | Area: 38204.855 | Centroid: (2.428431 , 35.624554)
Size: 4 | Area: 30418.47 | Centroid: (41.247265 , 38.75317)
Size: 4 | Area: 25249.469 | Centroid: (26.306074 , 35.527885)
Size: 2 | Area: 12090.109 | Centroid: (44.240593 , 22.0)
Size: 2 | Area: 9166.383 | Centroid: (20.498362 , 46.0)
Size: 2 | Area: 8912.246 | Centroid: (30.589188 , 28.999998)
Size: 2 | Area: 6951.95 | Centroid: (42.39047 , 9.0)
Size: 2 | Area: 6145.525 | Centroid: (39.0 , 38.491066)
Size: 1 | Area: 4997.245 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3331.1628 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2912.551 | Centroid: (15.0 , 25.0)
Size: 1 | Area: 2789.7532 | Centroid: (30.0 , 13.000001)
Size: 1 | Area: 2770.1272 | Centroid: (18.0 , 19.0)
