Index: 2012 | Bright Bodies: 20

Size: 31 | Area: 2306615.0 | Centroid: (39.765705 , 31.796488)
Size: 26 | Area: 1593097.0 | Centroid: (14.100132 , 42.66871)
Size: 15 | Area: 531548.75 | Centroid: (0.29320782 , 8.1760845)
Size: 12 | Area: 193350.55 | Centroid: (9.066223 , 37.114796)
Size: 8 | Area: 112392.59 | Centroid: (15.342223 , 48.87218)
Size: 5 | Area: 64874.504 | Centroid: (22.617682 , 13.53858)
Size: 6 | Area: 59062.297 | Centroid: (27.895071 , 25.653149)
Size: 5 | Area: 46953.53 | Centroid: (11.736169 , 16.637136)
Size: 4 | Area: 38415.44 | Centroid: (2.4655137 , 35.636986)
Size: 4 | Area: 31117.633 | Centroid: (41.266888 , 38.756653)
Size: 4 | Area: 25728.432 | Centroid: (26.331114 , 35.540733)
Size: 2 | Area: 12377.375 | Centroid: (44.26682 , 22.0)
Size: 2 | Area: 9469.744 | Centroid: (20.543139 , 46.0)
Size: 2 | Area: 9140.236 | Centroid: (30.637299 , 28.999998)
Size: 2 | Area: 7126.131 | Centroid: (42.430164 , 9.0)
Size: 2 | Area: 6247.5654 | Centroid: (39.0 , 38.501846)
Size: 1 | Area: 5409.809 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3414.821 | Centroid: (40.999996 , 20.0)
Size: 1 | Area: 3179.5566 | Centroid: (15.000001 , 25.0)
Size: 1 | Area: 3159.2097 | Centroid: (30.0 , 13.0)
