Index: 649 | Bright Bodies: 20

Size: 32 | Area: 2303306.2 | Centroid: (39.892124 , 31.641062)
Size: 27 | Area: 1583704.1 | Centroid: (14.213189 , 42.46248)
Size: 15 | Area: 611241.25 | Centroid: (0.2887594 , 8.053797)
Size: 14 | Area: 194986.86 | Centroid: (9.180856 , 36.8442)
Size: 8 | Area: 178611.7 | Centroid: (15.236345 , 48.89565)
Size: 8 | Area: 70456.484 | Centroid: (22.854979 , 13.273816)
Size: 6 | Area: 57466.168 | Centroid: (28.006557 , 25.483788)
Size: 6 | Area: 48495.867 | Centroid: (11.923407 , 16.492928)
Size: 4 | Area: 36595.656 | Centroid: (2.5760427 , 35.44166)
Size: 4 | Area: 31244.246 | Centroid: (41.319508 , 38.617718)
Size: 4 | Area: 24199.998 | Centroid: (26.387562 , 35.361633)
Size: 3 | Area: 13804.357 | Centroid: (44.271183 , 21.786777)
Size: 2 | Area: 8216.75 | Centroid: (21.0 , 45.51946)
Size: 2 | Area: 7103.675 | Centroid: (42.54116 , 9.0)
Size: 1 | Area: 5867.423 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 4657.1367 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4422.05 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3359.769 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 2943.335 | Centroid: (41.0 , 19.0)
Size: 1 | Area: 2743.551 | Centroid: (30.0 , 12.0)
