Index: 1092 | Bright Bodies: 19

Size: 31 | Area: 2299839.2 | Centroid: (40.071278 , 31.528763)
Size: 27 | Area: 1586915.4 | Centroid: (14.363261 , 42.384743)
Size: 15 | Area: 731779.9 | Centroid: (0.31399867 , 8.005186)
Size: 8 | Area: 203705.52 | Centroid: (15.354254 , 48.894733)
Size: 14 | Area: 196326.25 | Centroid: (9.335343 , 36.785202)
Size: 8 | Area: 71231.836 | Centroid: (23.015858 , 13.218476)
Size: 4 | Area: 52317.14 | Centroid: (28.237335 , 25.435932)
Size: 5 | Area: 45897.953 | Centroid: (12.129163 , 16.483097)
Size: 5 | Area: 38433.746 | Centroid: (2.8164349 , 35.366756)
Size: 6 | Area: 37418.99 | Centroid: (41.100956 , 38.49868)
Size: 4 | Area: 23831.49 | Centroid: (26.486515 , 35.324497)
Size: 4 | Area: 16327.706 | Centroid: (44.47093 , 21.654816)
Size: 2 | Area: 9179.55 | Centroid: (21.0 , 45.49972)
Size: 1 | Area: 6483.5503 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 5236.3306 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 4877.289 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 4574.929 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3135.4397 | Centroid: (29.999998 , 12.0)
Size: 1 | Area: 2944.5874 | Centroid: (0.0 , 14.0)
