Index: 1243 | Bright Bodies: 22

Size: 31 | Area: 2298131.8 | Centroid: (40.26893 , 31.355066)
Size: 25 | Area: 1588041.4 | Centroid: (14.50468 , 42.25086)
Size: 16 | Area: 872060.25 | Centroid: (0.35515025 , 7.9346666)
Size: 9 | Area: 232643.14 | Centroid: (15.507763 , 48.870903)
Size: 13 | Area: 193816.5 | Centroid: (9.511344 , 36.652645)
Size: 7 | Area: 68621.96 | Centroid: (23.206524 , 13.082445)
Size: 5 | Area: 56270.242 | Centroid: (28.3404 , 25.271734)
Size: 4 | Area: 44378.227 | Centroid: (12.266579 , 16.359537)
Size: 4 | Area: 35348.79 | Centroid: (3.2163532 , 35.31077)
Size: 5 | Area: 34915.13 | Centroid: (41.3659 , 38.439682)
Size: 3 | Area: 20450.164 | Centroid: (26.717295 , 35.167496)
Size: 3 | Area: 13599.432 | Centroid: (44.733185 , 21.674904)
Size: 2 | Area: 10262.8955 | Centroid: (6.298956 , 49.0)
Size: 2 | Area: 9316.727 | Centroid: (21.0 , 45.400917)
Size: 2 | Area: 8955.966 | Centroid: (31.0 , 28.610893)
Size: 2 | Area: 6786.828 | Centroid: (0.0 , 14.455688)
Size: 2 | Area: 6688.368 | Centroid: (48.000004 , 42.528847)
Size: 2 | Area: 6546.6035 | Centroid: (43.53931 , 49.000004)
Size: 1 | Area: 5408.6177 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3452.01 | Centroid: (29.999998 , 12.0)
Size: 1 | Area: 3275.6533 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 3219.2988 | Centroid: (14.0 , 0.0)
