Index: 2232 | Bright Bodies: 21

Size: 30 | Area: 2304403.0 | Centroid: (40.16469 , 31.526676)
Size: 26 | Area: 1592367.1 | Centroid: (14.437363 , 42.416218)
Size: 15 | Area: 799240.3 | Centroid: (0.33167526 , 8.039237)
Size: 13 | Area: 197741.94 | Centroid: (9.448364 , 36.82799)
Size: 7 | Area: 194127.19 | Centroid: (15.457215 , 48.90364)
Size: 8 | Area: 73605.0 | Centroid: (23.087069 , 13.242689)
Size: 4 | Area: 54668.727 | Centroid: (28.267464 , 25.474766)
Size: 4 | Area: 45212.555 | Centroid: (12.243975 , 16.483173)
Size: 6 | Area: 43014.688 | Centroid: (2.9777024 , 35.441154)
Size: 5 | Area: 35908.414 | Centroid: (41.312824 , 38.565968)
Size: 4 | Area: 24878.906 | Centroid: (26.552076 , 35.3604)
Size: 2 | Area: 11605.676 | Centroid: (44.51951 , 22.0)
Size: 2 | Area: 9977.121 | Centroid: (21.000002 , 45.54838)
Size: 1 | Area: 7006.9683 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 5638.161 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 5011.056 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4885.1025 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3607.1213 | Centroid: (0.0 , 14.0)
Size: 1 | Area: 3228.448 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 3180.8481 | Centroid: (14.0 , 0.0)
Size: 1 | Area: 3128.171 | Centroid: (44.0 , 49.0)
