Index: 1343 | Bright Bodies: 19

Size: 35 | Area: 2313349.5 | Centroid: (39.923145 , 31.658003)
Size: 27 | Area: 1589557.2 | Centroid: (14.240351 , 42.49355)
Size: 15 | Area: 627544.75 | Centroid: (0.30009946 , 8.059914)
Size: 14 | Area: 196715.3 | Centroid: (9.199927 , 36.88606)
Size: 8 | Area: 171631.16 | Centroid: (15.310089 , 48.893612)
Size: 8 | Area: 71730.28 | Centroid: (22.877283 , 13.310892)
Size: 6 | Area: 58320.594 | Centroid: (28.027475 , 25.531883)
Size: 6 | Area: 49132.133 | Centroid: (11.946922 , 16.541304)
Size: 4 | Area: 36936.35 | Centroid: (2.5878918 , 35.496666)
Size: 4 | Area: 31566.88 | Centroid: (41.325855 , 38.667725)
Size: 4 | Area: 24789.014 | Centroid: (26.396389 , 35.40586)
Size: 2 | Area: 11603.1455 | Centroid: (44.348923 , 22.0)
Size: 2 | Area: 8595.021 | Centroid: (21.000002 , 45.582474)
Size: 2 | Area: 7281.3477 | Centroid: (42.55297 , 9.0)
Size: 1 | Area: 6565.8433 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 5170.5693 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3839.9587 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3285.2905 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 2806.7227 | Centroid: (41.0 , 19.0)
