Index: 503 | Bright Bodies: 19

Size: 31 | Area: 2300810.0 | Centroid: (39.983326 , 31.565138)
Size: 26 | Area: 1580438.2 | Centroid: (14.289188 , 42.40323)
Size: 15 | Area: 672144.6 | Centroid: (0.2987487 , 8.007949)
Size: 8 | Area: 200117.5 | Centroid: (15.267874 , 48.896248)
Size: 14 | Area: 194593.16 | Centroid: (9.258387 , 36.788708)
Size: 8 | Area: 70096.94 | Centroid: (22.940409 , 13.22142)
Size: 6 | Area: 57068.695 | Centroid: (28.076384 , 25.437733)
Size: 6 | Area: 48138.492 | Centroid: (12.002161 , 16.446918)
Size: 6 | Area: 37163.91 | Centroid: (41.060772 , 38.481197)
Size: 4 | Area: 35699.242 | Centroid: (2.6489546 , 35.389736)
Size: 4 | Area: 23658.965 | Centroid: (26.439196 , 35.318256)
Size: 4 | Area: 16111.735 | Centroid: (44.42536 , 21.635775)
Size: 2 | Area: 8795.508 | Centroid: (30.999998 , 28.676292)
Size: 2 | Area: 8640.842 | Centroid: (21.000002 , 45.472485)
Size: 2 | Area: 7078.0596 | Centroid: (47.999996 , 42.616)
Size: 1 | Area: 5420.741 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 4288.87 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3054.9612 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 2823.357 | Centroid: (41.0 , 19.0)
