Index: 1653 | Bright Bodies: 19

Size: 28 | Area: 2283305.5 | Centroid: (39.52206 , 31.847795)
Size: 28 | Area: 1598385.4 | Centroid: (13.790766 , 42.85069)
Size: 15 | Area: 390844.78 | Centroid: (0.2526913 , 8.319359)
Size: 12 | Area: 191324.31 | Centroid: (8.82448 , 37.301968)
Size: 7 | Area: 72325.875 | Centroid: (15.276567 , 48.881702)
Size: 6 | Area: 67876.875 | Centroid: (22.450249 , 13.723091)
Size: 6 | Area: 59106.0 | Centroid: (27.597073 , 25.807299)
Size: 5 | Area: 46947.074 | Centroid: (11.450913 , 16.85959)
Size: 5 | Area: 40851.203 | Centroid: (2.3580747 , 35.816177)
Size: 6 | Area: 36011.6 | Centroid: (40.741833 , 39.01136)
Size: 4 | Area: 24435.39 | Centroid: (26.241508 , 35.650124)
Size: 2 | Area: 11737.6875 | Centroid: (44.0 , 22.23263)
Size: 2 | Area: 9944.387 | Centroid: (20.35503 , 46.0)
Size: 2 | Area: 8519.512 | Centroid: (30.407692 , 28.999998)
Size: 2 | Area: 7286.7017 | Centroid: (42.0 , 9.416711)
Size: 2 | Area: 7135.233 | Centroid: (47.515053 , 42.999996)
Size: 1 | Area: 4196.2275 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 3088.5984 | Centroid: (29.0 , 12.999999)
Size: 1 | Area: 2800.502 | Centroid: (10.0 , 27.0)
