Index: 1588 | Bright Bodies: 21

Size: 33 | Area: 2310177.0 | Centroid: (39.826885 , 31.734863)
Size: 26 | Area: 1588010.2 | Centroid: (14.151694 , 42.580944)
Size: 15 | Area: 563861.4 | Centroid: (0.29449055 , 8.114168)
Size: 12 | Area: 191726.92 | Centroid: (9.114095 , 36.97371)
Size: 8 | Area: 143990.84 | Centroid: (15.300707 , 48.888073)
Size: 6 | Area: 66621.78 | Centroid: (22.72428 , 13.488707)
Size: 6 | Area: 58450.137 | Centroid: (27.946535 , 25.59398)
Size: 6 | Area: 49277.617 | Centroid: (11.857156 , 16.601126)
Size: 4 | Area: 37756.53 | Centroid: (2.5080974 , 35.566666)
Size: 4 | Area: 31347.756 | Centroid: (41.28513 , 38.71736)
Size: 4 | Area: 25248.723 | Centroid: (26.349745 , 35.467957)
Size: 2 | Area: 12086.295 | Centroid: (44.29033 , 21.999998)
Size: 3 | Area: 11594.857 | Centroid: (20.694057 , 45.74104)
Size: 2 | Area: 8966.748 | Centroid: (30.687826 , 29.0)
Size: 2 | Area: 7231.458 | Centroid: (42.467102 , 9.0)
Size: 1 | Area: 5335.4497 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3297.7476 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 3138.3672 | Centroid: (6.0 , 49.000004)
Size: 1 | Area: 2915.6506 | Centroid: (14.999999 , 25.0)
Size: 1 | Area: 2834.2583 | Centroid: (30.0 , 13.000001)
Size: 1 | Area: 2795.1592 | Centroid: (41.0 , 20.0)
