Index: 376 | Bright Bodies: 20

Size: 31 | Area: 2292641.0 | Centroid: (40.502186 , 31.169405)
Size: 28 | Area: 1587803.1 | Centroid: (14.770062 , 42.053635)
Size: 18 | Area: 990492.9 | Centroid: (0.46860003 , 7.571622)
Size: 10 | Area: 327053.66 | Centroid: (15.606959 , 48.843937)
Size: 14 | Area: 191384.78 | Centroid: (9.749297 , 36.404667)
Size: 5 | Area: 62138.613 | Centroid: (23.389332 , 12.805384)
Size: 6 | Area: 55739.29 | Centroid: (28.49229 , 24.964361)
Size: 6 | Area: 47644.938 | Centroid: (12.431765 , 15.972375)
Size: 5 | Area: 38209.32 | Centroid: (3.3604574 , 34.85417)
Size: 4 | Area: 28430.016 | Centroid: (41.571785 , 38.15979)
Size: 3 | Area: 19529.586 | Centroid: (27.144136 , 34.755512)
Size: 2 | Area: 14556.464 | Centroid: (6.4092283 , 48.999996)
Size: 3 | Area: 12917.625 | Centroid: (42.821877 , 49.0)
Size: 2 | Area: 10931.328 | Centroid: (45.0 , 21.304012)
Size: 2 | Area: 9515.321 | Centroid: (0.0 , 14.387069)
Size: 2 | Area: 9004.62 | Centroid: (21.389906 , 45.0)
Size: 2 | Area: 7462.9775 | Centroid: (31.469887 , 28.0)
Size: 2 | Area: 6611.695 | Centroid: (43.0 , 8.506379)
Size: 1 | Area: 3752.9128 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 3425.1084 | Centroid: (49.0 , 42.0)
