Index: 1404 | Bright Bodies: 22

Size: 31 | Area: 2302059.8 | Centroid: (39.752167 , 31.768183)
Size: 26 | Area: 1589316.4 | Centroid: (14.08373 , 42.626827)
Size: 15 | Area: 521969.53 | Centroid: (0.2880654 , 8.151768)
Size: 12 | Area: 191656.44 | Centroid: (9.053492 , 37.07742)
Size: 8 | Area: 120141.164 | Centroid: (15.294634 , 48.87828)
Size: 5 | Area: 63905.695 | Centroid: (22.602533 , 13.504705)
Size: 6 | Area: 58262.223 | Centroid: (27.879032 , 25.625227)
Size: 5 | Area: 46551.285 | Centroid: (11.722102 , 16.610914)
Size: 4 | Area: 38060.047 | Centroid: (2.4581585 , 35.601887)
Size: 4 | Area: 30803.924 | Centroid: (41.260925 , 38.739964)
Size: 4 | Area: 25292.434 | Centroid: (26.322134 , 35.503952)
Size: 2 | Area: 12098.631 | Centroid: (44.258408 , 22.0)
Size: 2 | Area: 8966.787 | Centroid: (30.628132 , 28.999998)
Size: 2 | Area: 8929.936 | Centroid: (20.534542 , 46.0)
Size: 2 | Area: 7051.325 | Centroid: (42.417923 , 9.0)
Size: 2 | Area: 5992.491 | Centroid: (38.999996 , 38.46567)
Size: 1 | Area: 5149.551 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3111.492 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2921.9417 | Centroid: (15.0 , 25.0)
Size: 1 | Area: 2819.93 | Centroid: (30.0 , 13.0)
Size: 1 | Area: 2817.5925 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 2745.802 | Centroid: (18.0 , 19.0)
