Index: 646 | Bright Bodies: 20

Size: 33 | Area: 2306082.8 | Centroid: (39.913727 , 31.62239)
Size: 27 | Area: 1583318.9 | Centroid: (14.232698 , 42.448196)
Size: 15 | Area: 626074.94 | Centroid: (0.290065 , 8.044879)
Size: 14 | Area: 195050.19 | Centroid: (9.199697 , 36.83004)
Size: 8 | Area: 184127.94 | Centroid: (15.245279 , 48.896248)
Size: 8 | Area: 70453.586 | Centroid: (22.876911 , 13.260591)
Size: 6 | Area: 57532.215 | Centroid: (28.025414 , 25.472155)
Size: 6 | Area: 48471.5 | Centroid: (11.943951 , 16.481506)
Size: 4 | Area: 36406.984 | Centroid: (2.5942822 , 35.428635)
Size: 4 | Area: 31287.854 | Centroid: (41.32921 , 38.60759)
Size: 4 | Area: 24118.066 | Centroid: (26.399473 , 35.350544)
Size: 3 | Area: 13745.227 | Centroid: (44.279953 , 21.782194)
Size: 2 | Area: 8340.17 | Centroid: (21.000002 , 45.50811)
Size: 2 | Area: 7106.6 | Centroid: (42.559895 , 9.0)
Size: 1 | Area: 5918.0024 | Centroid: (31.0 , 29.000002)
Size: 1 | Area: 4632.9814 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 4617.614 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3326.763 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 2938.8323 | Centroid: (41.0 , 19.0)
Size: 1 | Area: 2835.5977 | Centroid: (30.0 , 12.0)
