Index: 2087 | Bright Bodies: 19

Size: 32 | Area: 2311449.0 | Centroid: (40.044056 , 31.617662)
Size: 28 | Area: 1597132.0 | Centroid: (14.343853 , 42.4807)
Size: 15 | Area: 713713.0 | Centroid: (0.31815153 , 8.05769)
Size: 13 | Area: 196532.38 | Centroid: (9.330001 , 36.888603)
Size: 7 | Area: 178620.22 | Centroid: (15.402482 , 48.908092)
Size: 8 | Area: 73100.18 | Centroid: (22.988998 , 13.298241)
Size: 5 | Area: 56508.906 | Centroid: (28.157736 , 25.55288)
Size: 5 | Area: 47088.418 | Centroid: (12.108864 , 16.573057)
Size: 5 | Area: 40108.332 | Centroid: (2.7933295 , 35.45203)
Size: 4 | Area: 32240.727 | Centroid: (41.383015 , 38.667038)
Size: 4 | Area: 25260.938 | Centroid: (26.46632 , 35.40597)
Size: 2 | Area: 11931.375 | Centroid: (44.425846 , 22.000002)
Size: 2 | Area: 9559.1875 | Centroid: (20.999998 , 45.594208)
Size: 1 | Area: 7078.4517 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 5367.0356 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4923.1323 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 4113.42 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3161.3496 | Centroid: (0.0 , 14.0)
Size: 1 | Area: 3064.0447 | Centroid: (39.0 , 38.0)
