Index: 1541 | Bright Bodies: 20

Size: 29 | Area: 2295030.5 | Centroid: (39.665314 , 31.78951)
Size: 28 | Area: 1596517.5 | Centroid: (13.983773 , 42.696262)
Size: 15 | Area: 471302.78 | Centroid: (0.2805851 , 8.189711)
Size: 10 | Area: 186400.75 | Centroid: (8.943282 , 37.16165)
Size: 8 | Area: 95644.14 | Centroid: (15.303041 , 48.864204)
Size: 5 | Area: 64617.137 | Centroid: (22.528473 , 13.564451)
Size: 7 | Area: 60894.67 | Centroid: (27.796568 , 25.730593)
Size: 5 | Area: 46740.91 | Centroid: (11.636817 , 16.658253)
Size: 7 | Area: 38935.746 | Centroid: (40.785877 , 38.746613)
Size: 4 | Area: 38390.094 | Centroid: (2.397462 , 35.654884)
Size: 4 | Area: 25169.42 | Centroid: (26.289558 , 35.560738)
Size: 2 | Area: 9450.709 | Centroid: (20.459778 , 45.999996)
Size: 1 | Area: 9334.171 | Centroid: (44.0 , 22.0)
Size: 2 | Area: 9071.842 | Centroid: (30.543407 , 29.0)
Size: 1 | Area: 4792.696 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4328.715 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3554.141 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2883.3103 | Centroid: (15.000001 , 25.0)
Size: 1 | Area: 2776.5752 | Centroid: (18.0 , 19.0)
Size: 1 | Area: 2755.9587 | Centroid: (30.000002 , 13.0)
