Index: 1715 | Bright Bodies: 19

Size: 28 | Area: 2283066.2 | Centroid: (39.493023 , 31.894096)
Size: 28 | Area: 1596755.2 | Centroid: (13.757439 , 42.896603)
Size: 16 | Area: 378904.97 | Centroid: (0.2629583 , 8.373415)
Size: 12 | Area: 191632.12 | Centroid: (8.805583 , 37.333622)
Size: 6 | Area: 67630.75 | Centroid: (22.436012 , 13.749549)
Size: 7 | Area: 67286.375 | Centroid: (15.118667 , 48.91875)
Size: 7 | Area: 61562.38 | Centroid: (27.547161 , 25.883444)
Size: 5 | Area: 46881.227 | Centroid: (11.434764 , 16.879433)
Size: 5 | Area: 40641.723 | Centroid: (2.3479002 , 35.838047)
Size: 6 | Area: 36169.305 | Centroid: (40.718227 , 39.0304)
Size: 4 | Area: 24042.996 | Centroid: (26.23382 , 35.671356)
Size: 2 | Area: 11806.432 | Centroid: (43.999996 , 22.260754)
Size: 2 | Area: 9988.1045 | Centroid: (20.341763 , 45.999996)
Size: 2 | Area: 8487.513 | Centroid: (30.388733 , 29.0)
Size: 2 | Area: 7432.122 | Centroid: (42.0 , 9.450684)
Size: 2 | Area: 7041.465 | Centroid: (47.486485 , 42.999996)
Size: 1 | Area: 4273.9683 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 3271.9438 | Centroid: (29.000002 , 13.0)
Size: 1 | Area: 2808.6846 | Centroid: (10.0 , 27.0)
