Index: 1228 | Bright Bodies: 19

Size: 32 | Area: 2305088.2 | Centroid: (39.8092 , 31.735903)
Size: 26 | Area: 1585684.8 | Centroid: (14.13743 , 42.57163)
Size: 15 | Area: 554731.5 | Centroid: (0.2911839 , 8.115699)
Size: 13 | Area: 193694.31 | Centroid: (9.087405 , 36.951942)
Size: 8 | Area: 143944.64 | Centroid: (15.281436 , 48.88893)
Size: 6 | Area: 66183.68 | Centroid: (22.710121 , 13.479302)
Size: 6 | Area: 58284.293 | Centroid: (27.933115 , 25.584171)
Size: 6 | Area: 48994.383 | Centroid: (11.842267 , 16.591782)
Size: 4 | Area: 37647.805 | Centroid: (2.4989831 , 35.5549)
Size: 4 | Area: 31150.975 | Centroid: (41.280064 , 38.71004)
Size: 4 | Area: 25109.02 | Centroid: (26.342945 , 35.45748)
Size: 2 | Area: 11908.957 | Centroid: (44.283962 , 22.0)
Size: 3 | Area: 11410.491 | Centroid: (20.686934 , 45.735023)
Size: 2 | Area: 8762.855 | Centroid: (30.676748 , 28.999998)
Size: 2 | Area: 7163.3555 | Centroid: (42.45756 , 9.000001)
Size: 1 | Area: 5192.4053 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3311.4084 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 3162.9834 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 2812.2039 | Centroid: (15.0 , 24.999998)
