Index: 438 | Bright Bodies: 22

Size: 31 | Area: 2298399.0 | Centroid: (40.226406 , 31.344883)
Size: 27 | Area: 1587761.0 | Centroid: (14.4889965 , 42.24184)
Size: 19 | Area: 853045.75 | Centroid: (0.36538082 , 7.8931723)
Size: 8 | Area: 245420.1 | Centroid: (15.335562 , 48.8857)
Size: 15 | Area: 194788.53 | Centroid: (9.494972 , 36.607162)
Size: 7 | Area: 66168.85 | Centroid: (23.17681 , 13.038012)
Size: 5 | Area: 53626.47 | Centroid: (28.286066 , 25.218218)
Size: 5 | Area: 44917.473 | Centroid: (12.251684 , 16.225008)
Size: 6 | Area: 39077.574 | Centroid: (3.0918257 , 35.1558)
Size: 5 | Area: 33409.695 | Centroid: (41.37461 , 38.366116)
Size: 2 | Area: 16624.79 | Centroid: (26.643135 , 34.999996)
Size: 3 | Area: 12490.955 | Centroid: (44.74044 , 21.579111)
Size: 2 | Area: 11388.945 | Centroid: (6.270134 , 49.0)
Size: 2 | Area: 8544.985 | Centroid: (21.000002 , 45.335396)
Size: 2 | Area: 8434.798 | Centroid: (31.000002 , 28.521322)
Size: 2 | Area: 6221.341 | Centroid: (0.0 , 14.503337)
Size: 2 | Area: 6137.04 | Centroid: (48.000004 , 42.46633)
Size: 1 | Area: 4339.6797 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3771.8945 | Centroid: (41.999996 , 49.0)
Size: 1 | Area: 3260.3042 | Centroid: (30.0 , 11.999999)
Size: 1 | Area: 3151.7917 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 2721.8162 | Centroid: (14.0 , 0.0)
