Index: 641 | Bright Bodies: 20

Size: 33 | Area: 2305700.8 | Centroid: (39.92028 , 31.604223)
Size: 27 | Area: 1583165.4 | Centroid: (14.238578 , 42.430504)
Size: 16 | Area: 632773.1 | Centroid: (0.2976322 , 8.026192)
Size: 14 | Area: 195023.62 | Centroid: (9.205478 , 36.81283)
Size: 8 | Area: 189844.2 | Centroid: (15.244931 , 48.89484)
Size: 8 | Area: 70384.945 | Centroid: (22.884548 , 13.24536)
Size: 6 | Area: 57195.9 | Centroid: (28.031189 , 25.459032)
Size: 6 | Area: 48365.35 | Centroid: (11.950409 , 16.468287)
Size: 4 | Area: 36224.867 | Centroid: (2.599955 , 35.414604)
Size: 4 | Area: 31289.635 | Centroid: (41.3322 , 38.59171)
Size: 4 | Area: 23998.682 | Centroid: (26.40232 , 35.33922)
Size: 3 | Area: 13658.001 | Centroid: (44.27968 , 21.770836)
Size: 2 | Area: 8372.3 | Centroid: (21.0 , 45.491585)
Size: 2 | Area: 7054.829 | Centroid: (42.564705 , 9.0)
Size: 1 | Area: 5814.161 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 4984.645 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 4494.8706 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3340.681 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 2984.9692 | Centroid: (41.0 , 19.0)
Size: 1 | Area: 2901.2104 | Centroid: (30.0 , 11.999999)
