Index: 1915 | Bright Bodies: 20

Size: 31 | Area: 2305556.2 | Centroid: (39.72532 , 31.798782)
Size: 28 | Area: 1597917.9 | Centroid: (14.049467 , 42.686443)
Size: 15 | Area: 506542.9 | Centroid: (0.2888505 , 8.1822605)
Size: 12 | Area: 192905.03 | Centroid: (9.038725 , 37.133324)
Size: 8 | Area: 103082.64 | Centroid: (15.337846 , 48.866512)
Size: 5 | Area: 64790.1 | Centroid: (22.58103 , 13.555519)
Size: 6 | Area: 58491.97 | Centroid: (27.852386 , 25.664629)
Size: 5 | Area: 46971.38 | Centroid: (11.696219 , 16.65046)
Size: 4 | Area: 38501.195 | Centroid: (2.4363885 , 35.65038)
Size: 4 | Area: 30665.62 | Centroid: (41.252895 , 38.764954)
Size: 4 | Area: 25672.75 | Centroid: (26.314219 , 35.555534)
Size: 2 | Area: 12262.446 | Centroid: (44.248974 , 22.0)
Size: 2 | Area: 9537.033 | Centroid: (20.508505 , 46.000004)
Size: 2 | Area: 9183.465 | Centroid: (30.599766 , 28.999998)
Size: 2 | Area: 7001.5845 | Centroid: (42.401928 , 9.0)
Size: 2 | Area: 6321.7017 | Centroid: (39.0 , 38.51777)
Size: 1 | Area: 5209.2974 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3574.1584 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 3110.62 | Centroid: (15.0 , 25.0)
Size: 1 | Area: 3051.2913 | Centroid: (29.999998 , 13.0)
