Index: 555 | Bright Bodies: 22

Size: 29 | Area: 2294440.2 | Centroid: (40.336132 , 31.2412)
Size: 26 | Area: 1588486.6 | Centroid: (14.574934 , 42.157555)
Size: 17 | Area: 924854.75 | Centroid: (0.38266203 , 7.7592)
Size: 9 | Area: 269369.9 | Centroid: (15.512782 , 48.86636)
Size: 12 | Area: 188188.23 | Centroid: (9.613801 , 36.51934)
Size: 6 | Area: 66072.44 | Centroid: (23.288979 , 12.984885)
Size: 6 | Area: 58337.824 | Centroid: (28.364563 , 25.098501)
Size: 6 | Area: 49412.285 | Centroid: (12.326007 , 16.104485)
Size: 6 | Area: 40968.277 | Centroid: (3.2704577 , 35.04856)
Size: 5 | Area: 33933.453 | Centroid: (41.423107 , 38.32763)
Size: 3 | Area: 19762.0 | Centroid: (26.777647 , 34.849087)
Size: 2 | Area: 12819.994 | Centroid: (6.283875 , 49.000004)
Size: 3 | Area: 10656.846 | Centroid: (43.00466 , 49.0)
Size: 2 | Area: 10634.378 | Centroid: (45.0 , 21.41934)
Size: 2 | Area: 8498.675 | Centroid: (30.999998 , 28.481316)
Size: 2 | Area: 7479.788 | Centroid: (0.0 , 14.471739)
Size: 1 | Area: 6188.3906 | Centroid: (21.0 , 44.999996)
Size: 1 | Area: 4619.4067 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3694.7505 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 3485.6465 | Centroid: (48.0 , 42.0)
Size: 1 | Area: 3455.4731 | Centroid: (30.0 , 12.000001)
Size: 1 | Area: 3010.0823 | Centroid: (14.0 , 0.0)
