Index: 1733 | Bright Bodies: 21

Size: 32 | Area: 2307913.2 | Centroid: (39.812748 , 31.75005)
Size: 26 | Area: 1588619.2 | Centroid: (14.141889 , 42.604515)
Size: 15 | Area: 557719.0 | Centroid: (0.2948721 , 8.130682)
Size: 12 | Area: 191927.89 | Centroid: (9.108511 , 36.995106)
Size: 8 | Area: 136055.05 | Centroid: (15.316328 , 48.88399)
Size: 6 | Area: 66775.5 | Centroid: (22.714159 , 13.508549)
Size: 6 | Area: 58521.703 | Centroid: (27.93631 , 25.610386)
Size: 6 | Area: 49341.4 | Centroid: (11.8469715 , 16.616264)
Size: 4 | Area: 37853.875 | Centroid: (2.4993248 , 35.58698)
Size: 4 | Area: 31287.05 | Centroid: (41.28203 , 38.72693)
Size: 4 | Area: 25400.709 | Centroid: (26.346292 , 35.489285)
Size: 2 | Area: 12131.473 | Centroid: (44.285816 , 22.0)
Size: 3 | Area: 11741.115 | Centroid: (20.681328 , 45.750355)
Size: 2 | Area: 9036.572 | Centroid: (30.676458 , 29.000002)
Size: 2 | Area: 7181.1836 | Centroid: (42.460575 , 9.0)
Size: 1 | Area: 5351.9478 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3223.4155 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 3103.335 | Centroid: (6.0 , 48.999996)
Size: 1 | Area: 2990.7795 | Centroid: (14.999999 , 25.000002)
Size: 1 | Area: 2975.7932 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2927.4885 | Centroid: (30.0 , 13.0)
