Index: 406 | Bright Bodies: 19

Size: 31 | Area: 2301003.5 | Centroid: (40.849873 , 30.855785)
Size: 26 | Area: 1577496.8 | Centroid: (15.148581 , 41.615654)
Size: 19 | Area: 1049817.6 | Centroid: (0.72198504 , 7.2253165)
Size: 10 | Area: 414512.94 | Centroid: (15.976143 , 48.726818)
Size: 13 | Area: 189919.1 | Centroid: (10.157859 , 36.168655)
Size: 6 | Area: 64204.66 | Centroid: (23.756786 , 12.530235)
Size: 7 | Area: 58242.65 | Centroid: (29.005062 , 24.693445)
Size: 6 | Area: 46692.363 | Centroid: (12.86723 , 15.621954)
Size: 4 | Area: 35953.727 | Centroid: (3.5362585 , 34.588562)
Size: 4 | Area: 29100.5 | Centroid: (42.30654 , 37.734177)
Size: 4 | Area: 23942.148 | Centroid: (27.378647 , 34.510616)
Size: 3 | Area: 22741.975 | Centroid: (42.911057 , 49.0)
Size: 3 | Area: 19273.01 | Centroid: (0.0 , 13.91562)
Size: 2 | Area: 15777.684 | Centroid: (6.6659694 , 49.0)
Size: 2 | Area: 11223.094 | Centroid: (45.33876 , 21.000002)
Size: 2 | Area: 8013.5967 | Centroid: (21.603209 , 45.000004)
Size: 1 | Area: 5719.354 | Centroid: (32.0 , 27.999998)
Size: 1 | Area: 4765.571 | Centroid: (49.0 , 42.0)
Size: 1 | Area: 3567.5256 | Centroid: (44.0 , 8.0)
