Index: 102 | Bright Bodies: 21

Size: 30 | Area: 2293344.5 | Centroid: (40.404022 , 31.307798)
Size: 28 | Area: 1587083.4 | Centroid: (14.66225 , 42.209015)
Size: 18 | Area: 957503.6 | Centroid: (0.42108542 , 7.802768)
Size: 8 | Area: 253398.94 | Centroid: (15.509019 , 48.87885)
Size: 14 | Area: 191322.98 | Centroid: (9.678824 , 36.537235)
Size: 6 | Area: 65124.37 | Centroid: (23.320658 , 12.987482)
Size: 6 | Area: 56509.574 | Centroid: (28.420061 , 25.10435)
Size: 5 | Area: 45343.34 | Centroid: (12.330448 , 16.178833)
Size: 5 | Area: 37728.652 | Centroid: (3.2483637 , 35.127476)
Size: 5 | Area: 32778.758 | Centroid: (41.467304 , 38.31788)
Size: 3 | Area: 18879.773 | Centroid: (26.827272 , 34.83768)
Size: 2 | Area: 12559.034 | Centroid: (6.3516564 , 49.0)
Size: 2 | Area: 10793.086 | Centroid: (45.0 , 21.41037)
Size: 2 | Area: 8542.314 | Centroid: (21.357962 , 45.0)
Size: 2 | Area: 8384.068 | Centroid: (0.0 , 14.455259)
Size: 2 | Area: 7534.7373 | Centroid: (31.0 , 28.494102)
Size: 1 | Area: 4382.169 | Centroid: (42.0 , 49.0)
Size: 1 | Area: 4240.089 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3663.4495 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 2928.1448 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 2779.3037 | Centroid: (48.0 , 42.0)
