Index: 659 | Bright Bodies: 19

Size: 32 | Area: 2301274.5 | Centroid: (39.831573 , 31.693937)
Size: 26 | Area: 1581473.8 | Centroid: (14.152639 , 42.51698)
Size: 15 | Area: 570140.4 | Centroid: (0.28462708 , 8.093513)
Size: 14 | Area: 194486.17 | Centroid: (9.130046 , 36.8951)
Size: 8 | Area: 159481.75 | Centroid: (15.220395 , 48.893963)
Size: 6 | Area: 65170.11 | Centroid: (22.736439 , 13.425897)
Size: 6 | Area: 57594.598 | Centroid: (27.95166 , 25.524948)
Size: 6 | Area: 48510.1 | Centroid: (11.863559 , 16.533653)
Size: 4 | Area: 37096.457 | Centroid: (2.525356 , 35.487698)
Size: 4 | Area: 31007.879 | Centroid: (41.29226 , 38.65463)
Size: 4 | Area: 24419.088 | Centroid: (26.355991 , 35.40196)
Size: 3 | Area: 13898.72 | Centroid: (44.246048 , 21.807163)
Size: 3 | Area: 10945.991 | Centroid: (20.716293 , 45.680733)
Size: 2 | Area: 7082.6445 | Centroid: (42.489403 , 9.0)
Size: 1 | Area: 5716.003 | Centroid: (31.0 , 28.999998)
Size: 1 | Area: 4779.021 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3800.7197 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3374.0 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 2866.9973 | Centroid: (41.0 , 19.0)
