Index: 1230 | Bright Bodies: 22

Size: 34 | Area: 2308412.5 | Centroid: (40.255478 , 31.35772)
Size: 28 | Area: 1596310.4 | Centroid: (14.507577 , 42.262222)
Size: 16 | Area: 862341.8 | Centroid: (0.3759197 , 7.8890758)
Size: 9 | Area: 231666.88 | Centroid: (15.529592 , 48.863346)
Size: 13 | Area: 193126.03 | Centroid: (9.511297 , 36.645004)
Size: 8 | Area: 70629.57 | Centroid: (23.144846 , 13.106796)
Size: 5 | Area: 54129.67 | Centroid: (28.359898 , 25.253357)
Size: 5 | Area: 45324.008 | Centroid: (12.330864 , 16.25624)
Size: 6 | Area: 39818.32 | Centroid: (3.0446594 , 35.327034)
Size: 5 | Area: 34344.32 | Centroid: (41.376846 , 38.420063)
Size: 3 | Area: 19586.844 | Centroid: (26.731083 , 35.155987)
Size: 3 | Area: 13412.109 | Centroid: (44.735394 , 21.639748)
Size: 2 | Area: 10579.269 | Centroid: (6.2989225 , 48.999996)
Size: 2 | Area: 8779.679 | Centroid: (21.0 , 45.375095)
Size: 2 | Area: 8393.974 | Centroid: (31.0 , 28.57332)
Size: 2 | Area: 7130.3516 | Centroid: (0.0 , 14.473358)
Size: 2 | Area: 6816.913 | Centroid: (43.530937 , 48.999996)
Size: 2 | Area: 6328.8096 | Centroid: (47.999996 , 42.50686)
Size: 1 | Area: 4878.7124 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3337.3557 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 3284.2253 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 3002.7463 | Centroid: (14.0 , 0.0)
