Index: 591 | Bright Bodies: 19

Size: 32 | Area: 2301752.0 | Centroid: (40.081184 , 31.458246)
Size: 27 | Area: 1583493.6 | Centroid: (14.372198 , 42.331795)
Size: 16 | Area: 747330.4 | Centroid: (0.32065478 , 7.9721155)
Size: 8 | Area: 219759.11 | Centroid: (15.319426 , 48.892803)
Size: 14 | Area: 194733.08 | Centroid: (9.356079 , 36.727745)
Size: 8 | Area: 70323.734 | Centroid: (23.031796 , 13.164655)
Size: 4 | Area: 51746.85 | Centroid: (28.24189 , 25.381487)
Size: 5 | Area: 45032.65 | Centroid: (12.143334 , 16.425707)
Size: 6 | Area: 40364.727 | Centroid: (2.9123852 , 35.36004)
Size: 6 | Area: 37073.64 | Centroid: (41.11585 , 38.439476)
Size: 4 | Area: 22941.586 | Centroid: (26.510153 , 35.27601)
Size: 4 | Area: 16055.944 | Centroid: (44.491104 , 21.593235)
Size: 2 | Area: 9046.906 | Centroid: (30.999996 , 28.633757)
Size: 2 | Area: 8988.727 | Centroid: (21.0 , 45.426834)
Size: 2 | Area: 6994.391 | Centroid: (48.0 , 42.562046)
Size: 1 | Area: 6538.9233 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 4677.8623 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3300.5337 | Centroid: (30.0 , 12.000001)
Size: 1 | Area: 2764.1802 | Centroid: (0.0 , 14.0)
