Index: 1899 | Bright Bodies: 19

Size: 31 | Area: 2304074.2 | Centroid: (40.10758 , 31.54948)
Size: 27 | Area: 1591600.4 | Centroid: (14.392583 , 42.421337)
Size: 15 | Area: 757836.0 | Centroid: (0.32280126 , 8.030806)
Size: 13 | Area: 195461.02 | Centroid: (9.39011 , 36.838024)
Size: 7 | Area: 191891.45 | Centroid: (15.423719 , 48.906307)
Size: 8 | Area: 72543.14 | Centroid: (23.043932 , 13.252959)
Size: 4 | Area: 53426.59 | Centroid: (28.249004 , 25.479696)
Size: 5 | Area: 47133.465 | Centroid: (12.143734 , 16.522726)
Size: 6 | Area: 42328.305 | Centroid: (2.9282808 , 35.447067)
Size: 5 | Area: 35133.367 | Centroid: (41.291992 , 38.575645)
Size: 4 | Area: 24553.066 | Centroid: (26.508705 , 35.36498)
Size: 2 | Area: 11432.035 | Centroid: (44.473274 , 22.0)
Size: 2 | Area: 9627.25 | Centroid: (21.000002 , 45.55193)
Size: 1 | Area: 6944.476 | Centroid: (31.000002 , 29.0)
Size: 1 | Area: 5235.329 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 4993.245 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4722.6104 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3287.1948 | Centroid: (0.0 , 14.0)
Size: 1 | Area: 3082.4438 | Centroid: (30.0 , 12.000001)
