Index: 1777 | Bright Bodies: 20

Size: 34 | Area: 2312332.8 | Centroid: (39.88775 , 31.734503)
Size: 26 | Area: 1589440.6 | Centroid: (14.20253 , 42.60332)
Size: 15 | Area: 604440.56 | Centroid: (0.30036592 , 8.131297)
Size: 13 | Area: 194155.52 | Centroid: (9.1908 , 36.98893)
Size: 8 | Area: 144556.08 | Centroid: (15.311043 , 48.886673)
Size: 6 | Area: 66533.94 | Centroid: (22.785728 , 13.504558)
Size: 6 | Area: 58240.957 | Centroid: (27.99334 , 25.603668)
Size: 6 | Area: 49084.285 | Centroid: (11.911156 , 16.609116)
Size: 4 | Area: 37342.793 | Centroid: (2.55539 , 35.58059)
Size: 4 | Area: 31155.547 | Centroid: (41.30862 , 38.71542)
Size: 4 | Area: 25117.7 | Centroid: (26.381725 , 35.488888)
Size: 2 | Area: 11889.114 | Centroid: (44.32853 , 22.0)
Size: 3 | Area: 11472.598 | Centroid: (20.734892 , 45.744946)
Size: 2 | Area: 7042.588 | Centroid: (42.519775 , 9.0)
Size: 1 | Area: 6399.636 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 5380.1987 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3136.776 | Centroid: (6.0000005 , 49.0)
Size: 1 | Area: 3093.0227 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 3080.573 | Centroid: (30.0 , 13.0)
Size: 1 | Area: 2967.2048 | Centroid: (15.000001 , 24.999998)
