Index: 689 | Bright Bodies: 20

Size: 33 | Area: 2306149.0 | Centroid: (39.893192 , 31.62945)
Size: 27 | Area: 1584040.6 | Centroid: (14.214307 , 42.45478)
Size: 15 | Area: 611277.25 | Centroid: (0.28896412 , 8.0421)
Size: 14 | Area: 195205.0 | Centroid: (9.181959 , 36.836304)
Size: 8 | Area: 181225.19 | Centroid: (15.239541 , 48.894737)
Size: 8 | Area: 70524.24 | Centroid: (22.856483 , 13.267089)
Size: 6 | Area: 57276.805 | Centroid: (28.00748 , 25.47857)
Size: 6 | Area: 48462.805 | Centroid: (11.924058 , 16.487823)
Size: 4 | Area: 36542.676 | Centroid: (2.576445 , 35.43664)
Size: 4 | Area: 31292.975 | Centroid: (41.31938 , 38.61134)
Size: 4 | Area: 24198.582 | Centroid: (26.387257 , 35.357456)
Size: 3 | Area: 13772.4 | Centroid: (44.269222 , 21.78241)
Size: 2 | Area: 8226.002 | Centroid: (20.999998 , 45.510277)
Size: 2 | Area: 7091.701 | Centroid: (42.540916 , 9.0)
Size: 1 | Area: 5861.0303 | Centroid: (31.0 , 29.0)
Size: 1 | Area: 4609.2656 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4585.3984 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 3380.9917 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 2950.0388 | Centroid: (41.0 , 19.0)
Size: 1 | Area: 2779.856 | Centroid: (30.0 , 12.000001)
