Index: 322 | Bright Bodies: 22

Size: 30 | Area: 2295936.2 | Centroid: (40.182404 , 31.384958)
Size: 26 | Area: 1584510.9 | Centroid: (14.450331 , 42.2842)
Size: 19 | Area: 824382.75 | Centroid: (0.35669962 , 7.950248)
Size: 8 | Area: 232366.88 | Centroid: (15.300836 , 48.888123)
Size: 15 | Area: 194182.6 | Centroid: (9.455194 , 36.645126)
Size: 7 | Area: 65731.6 | Centroid: (23.149963 , 13.069157)
Size: 5 | Area: 53588.06 | Centroid: (28.271038 , 25.25077)
Size: 4 | Area: 41928.984 | Centroid: (12.25514 , 16.334288)
Size: 5 | Area: 36111.664 | Centroid: (3.0744164 , 35.26218)
Size: 5 | Area: 33523.133 | Centroid: (41.351925 , 38.39489)
Size: 3 | Area: 19289.98 | Centroid: (26.670893 , 35.143234)
Size: 3 | Area: 12560.752 | Centroid: (44.70549 , 21.618576)
Size: 2 | Area: 10609.36 | Centroid: (6.2652607 , 48.999996)
Size: 2 | Area: 8564.629 | Centroid: (21.0 , 45.36139)
Size: 2 | Area: 8500.433 | Centroid: (31.0 , 28.549662)
Size: 2 | Area: 6287.8413 | Centroid: (48.0 , 42.49342)
Size: 2 | Area: 5822.837 | Centroid: (0.0 , 14.511852)
Size: 1 | Area: 4372.8647 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3475.1816 | Centroid: (42.0 , 49.0)
Size: 1 | Area: 3209.8584 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 3024.4236 | Centroid: (42.0 , 19.0)
Size: 1 | Area: 2700.285 | Centroid: (14.0 , 0.0)
