Index: 1924 | Bright Bodies: 20

Size: 30 | Area: 2301787.5 | Centroid: (39.674263 , 31.799627)
Size: 28 | Area: 1599558.8 | Centroid: (13.993329 , 42.712975)
Size: 15 | Area: 477920.2 | Centroid: (0.28413802 , 8.200898)
Size: 10 | Area: 187318.77 | Centroid: (8.950046 , 37.176987)
Size: 7 | Area: 91865.31 | Centroid: (15.334757 , 48.88671)
Size: 5 | Area: 65001.824 | Centroid: (22.539112 , 13.577253)
Size: 7 | Area: 61672.9 | Centroid: (27.807222 , 25.743013)
Size: 5 | Area: 47036.426 | Centroid: (11.646407 , 16.666037)
Size: 7 | Area: 39450.254 | Centroid: (40.782555 , 38.75094)
Size: 4 | Area: 38615.727 | Centroid: (2.4032788 , 35.667404)
Size: 4 | Area: 25607.236 | Centroid: (26.29611 , 35.575798)
Size: 2 | Area: 12149.001 | Centroid: (44.23171 , 22.0)
Size: 2 | Area: 9715.3125 | Centroid: (20.467531 , 45.999996)
Size: 2 | Area: 9166.12 | Centroid: (30.550177 , 28.999998)
Size: 1 | Area: 4927.8315 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4317.7354 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3769.6594 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 3017.3362 | Centroid: (15.0 , 25.0)
Size: 1 | Area: 2932.0244 | Centroid: (30.0 , 13.0)
Size: 1 | Area: 2822.3745 | Centroid: (18.0 , 19.0)
