Index: 1067 | Bright Bodies: 21

Size: 31 | Area: 2298074.5 | Centroid: (39.73598 , 31.75463)
Size: 27 | Area: 1588498.9 | Centroid: (14.062197 , 42.601494)
Size: 15 | Area: 511545.9 | Centroid: (0.2837137 , 8.139696)
Size: 13 | Area: 193179.2 | Centroid: (9.026748 , 37.040283)
Size: 8 | Area: 123438.94 | Centroid: (15.259795 , 48.88047)
Size: 5 | Area: 63678.957 | Centroid: (22.58575 , 13.4830065)
Size: 6 | Area: 58086.414 | Centroid: (27.861979 , 25.605413)
Size: 5 | Area: 46425.91 | Centroid: (11.706565 , 16.591946)
Size: 4 | Area: 37866.37 | Centroid: (2.448263 , 35.57766)
Size: 4 | Area: 30656.545 | Centroid: (41.255444 , 38.725704)
Size: 4 | Area: 24965.865 | Centroid: (26.314047 , 35.48025)
Size: 2 | Area: 11871.808 | Centroid: (44.251244 , 22.0)
Size: 3 | Area: 11398.218 | Centroid: (20.636948 , 45.75601)
Size: 2 | Area: 8830.054 | Centroid: (30.614721 , 29.0)
Size: 2 | Area: 7050.8477 | Centroid: (42.406498 , 9.0)
Size: 1 | Area: 4959.7812 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3296.0273 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 2912.6885 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 2880.706 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 2769.6475 | Centroid: (15.0 , 25.0)
Size: 1 | Area: 2741.45 | Centroid: (18.0 , 19.0)
