Index: 1645 | Bright Bodies: 20

Size: 28 | Area: 2281501.8 | Centroid: (39.450554 , 31.925266)
Size: 28 | Area: 1596991.1 | Centroid: (13.7019825 , 42.942852)
Size: 15 | Area: 352935.03 | Centroid: (0.24784221 , 8.420486)
Size: 14 | Area: 196897.95 | Centroid: (8.739139 , 37.333153)
Size: 5 | Area: 64584.96 | Centroid: (22.34688 , 13.800083)
Size: 7 | Area: 61747.156 | Centroid: (27.508612 , 25.906015)
Size: 6 | Area: 60775.176 | Centroid: (15.050648 , 48.95589)
Size: 6 | Area: 49738.68 | Centroid: (11.384439 , 16.959105)
Size: 5 | Area: 40397.164 | Centroid: (2.330423 , 35.852547)
Size: 5 | Area: 33326.33 | Centroid: (40.57953 , 39.04774)
Size: 2 | Area: 18165.656 | Centroid: (26.000002 , 35.737633)
Size: 2 | Area: 11651.623 | Centroid: (44.000004 , 22.281273)
Size: 2 | Area: 9968.14 | Centroid: (20.319368 , 46.0)
Size: 2 | Area: 8155.8184 | Centroid: (30.35831 , 29.0)
Size: 2 | Area: 7553.849 | Centroid: (42.0 , 9.473631)
Size: 2 | Area: 6952.3564 | Centroid: (47.441135 , 43.000004)
Size: 1 | Area: 4240.638 | Centroid: (41.0 , 20.0)
Size: 1 | Area: 3470.8442 | Centroid: (29.0 , 13.0)
Size: 1 | Area: 2826.5244 | Centroid: (10.0 , 26.999998)
Size: 1 | Area: 2791.4265 | Centroid: (12.999999 , 1.0)
