Index: 271 | Bright Bodies: 21

Size: 30 | Area: 2295547.2 | Centroid: (40.23513 , 31.359623)
Size: 27 | Area: 1587732.1 | Centroid: (14.500306 , 42.253693)
Size: 19 | Area: 861122.56 | Centroid: (0.3693577 , 7.9082537)
Size: 8 | Area: 240800.42 | Centroid: (15.342873 , 48.88554)
Size: 15 | Area: 194222.53 | Centroid: (9.506474 , 36.617737)
Size: 7 | Area: 66239.75 | Centroid: (23.184553 , 13.046102)
Size: 5 | Area: 53642.12 | Centroid: (28.29322 , 25.225842)
Size: 5 | Area: 44973.92 | Centroid: (12.257287 , 16.232626)
Size: 6 | Area: 39019.984 | Centroid: (3.1015134 , 35.1632)
Size: 5 | Area: 33348.64 | Centroid: (41.38011 , 38.37139)
Size: 2 | Area: 16434.533 | Centroid: (26.656258 , 35.0)
Size: 3 | Area: 12529.965 | Centroid: (44.744114 , 21.582113)
Size: 2 | Area: 11144.007 | Centroid: (6.278837 , 48.999996)
Size: 2 | Area: 8502.759 | Centroid: (21.0 , 45.34524)
Size: 2 | Area: 8385.431 | Centroid: (31.000002 , 28.530508)
Size: 2 | Area: 6353.7393 | Centroid: (0.0 , 14.501627)
Size: 2 | Area: 6048.5576 | Centroid: (47.999996 , 42.477806)
Size: 1 | Area: 4375.6943 | Centroid: (43.0 , 9.0)
Size: 1 | Area: 3789.6296 | Centroid: (41.999996 , 49.0)
Size: 1 | Area: 3196.8647 | Centroid: (30.0 , 11.999999)
Size: 1 | Area: 3173.0198 | Centroid: (42.0 , 19.0)
