Index: 204 | Bright Bodies: 21

Size: 30 | Area: 2291272.5 | Centroid: (40.376213 , 31.273445)
Size: 28 | Area: 1585193.1 | Centroid: (14.634715 , 42.171173)
Size: 18 | Area: 939756.3 | Centroid: (0.4125728 , 7.7571783)
Size: 9 | Area: 270858.44 | Centroid: (15.466266 , 48.8562)
Size: 14 | Area: 191528.02 | Centroid: (9.651762 , 36.508106)
Size: 6 | Area: 64454.844 | Centroid: (23.310308 , 12.960367)
Size: 6 | Area: 56303.926 | Centroid: (28.403229 , 25.074087)
Size: 6 | Area: 47919.344 | Centroid: (12.354309 , 16.082714)
Size: 5 | Area: 37220.047 | Centroid: (3.238125 , 35.101063)
Size: 5 | Area: 32552.25 | Centroid: (41.454216 , 38.299644)
Size: 3 | Area: 19128.852 | Centroid: (26.803839 , 34.822342)
Size: 2 | Area: 13024.553 | Centroid: (6.3341174 , 49.0)
Size: 2 | Area: 10457.091 | Centroid: (44.999996 , 21.377886)
Size: 2 | Area: 8622.523 | Centroid: (21.34065 , 44.999996)
Size: 2 | Area: 7916.937 | Centroid: (0.0 , 14.454661)
Size: 2 | Area: 7613.334 | Centroid: (30.999998 , 28.467552)
Size: 2 | Area: 6839.408 | Centroid: (42.999996 , 8.589839)
Size: 1 | Area: 4746.9243 | Centroid: (42.0 , 49.0)
Size: 1 | Area: 3532.9414 | Centroid: (41.999996 , 19.000002)
Size: 1 | Area: 3027.5657 | Centroid: (30.0 , 12.0)
Size: 1 | Area: 2982.9314 | Centroid: (48.0 , 42.0)
