Index: 754 | Bright Bodies: 20

Size: 32 | Area: 2300576.0 | Centroid: (39.76689 , 31.727589)
Size: 27 | Area: 1586131.2 | Centroid: (14.086059 , 42.55333)
Size: 15 | Area: 528775.0 | Centroid: (0.2812036 , 8.126597)
Size: 14 | Area: 194811.61 | Centroid: (9.056823 , 36.961647)
Size: 8 | Area: 140860.84 | Centroid: (15.209464 , 48.88882)
Size: 6 | Area: 65731.59 | Centroid: (22.669485 , 13.457011)
Size: 6 | Area: 57777.934 | Centroid: (27.888222 , 25.558645)
Size: 5 | Area: 46072.59 | Centroid: (11.731075 , 16.542175)
Size: 4 | Area: 37662.32 | Centroid: (2.4743357 , 35.523964)
Size: 4 | Area: 30753.703 | Centroid: (41.267307 , 38.684948)
Size: 4 | Area: 24748.088 | Centroid: (26.326277 , 35.4333)
Size: 2 | Area: 11506.295 | Centroid: (44.2692 , 22.0)
Size: 3 | Area: 11068.023 | Centroid: (20.669197 , 45.718433)
Size: 2 | Area: 8720.891 | Centroid: (30.638224 , 28.999998)
Size: 2 | Area: 7099.0684 | Centroid: (42.4344 , 9.0)
Size: 1 | Area: 4782.524 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 3407.6943 | Centroid: (39.0 , 38.0)
Size: 1 | Area: 3281.2063 | Centroid: (6.0 , 49.0)
Size: 1 | Area: 2792.6638 | Centroid: (41.0 , 19.0)
Size: 1 | Area: 2659.1316 | Centroid: (18.0 , 19.0)
