Index: 1407 | Bright Bodies: 19

Size: 28 | Area: 2291745.8 | Centroid: (39.625683 , 31.79506)
Size: 29 | Area: 1600748.1 | Centroid: (13.933113 , 42.717636)
Size: 15 | Area: 448776.62 | Centroid: (0.27615982 , 8.213861)
Size: 10 | Area: 186291.47 | Centroid: (8.921372 , 37.178917)
Size: 7 | Area: 88838.72 | Centroid: (15.286161 , 48.888496)
Size: 6 | Area: 67326.74 | Centroid: (22.516987 , 13.63641)
Size: 6 | Area: 58349.383 | Centroid: (27.69891 , 25.733181)
Size: 6 | Area: 49415.09 | Centroid: (11.619549 , 16.743143)
Size: 7 | Area: 38625.113 | Centroid: (40.76303 , 38.752895)
Size: 4 | Area: 38343.207 | Centroid: (2.3729143 , 35.665005)
Size: 4 | Area: 25111.318 | Centroid: (26.275293 , 35.57412)
Size: 2 | Area: 9513.227 | Centroid: (20.429485 , 46.0)
Size: 1 | Area: 9365.069 | Centroid: (44.0 , 22.0)
Size: 2 | Area: 8933.826 | Centroid: (30.503773 , 29.000002)
Size: 1 | Area: 4504.687 | Centroid: (48.0 , 43.0)
Size: 1 | Area: 4389.6665 | Centroid: (42.0 , 9.0)
Size: 1 | Area: 3709.0576 | Centroid: (41.0 , 20.000002)
Size: 1 | Area: 2764.2627 | Centroid: (15.0 , 25.000002)
Size: 1 | Area: 2764.1794 | Centroid: (18.0 , 19.0)
